rank,candidate,nearest_approved_anchor,anchor_target_class,anchor_pathway,anchor_moa,anchor_drugs,anchor_specificity,anchor_specificity_note,nearest_anchor_any,nearest_anchor_status,resp_cos_to_anchor_any,resp_cos_to_approved,string_adjacent_to_anchor,string_score_to_approved_anchor,string_max_to_any_anchor,string_best_anchor,shared_cluster_with_anchor,cluster,n_approved_in_cluster,n_anchors_in_cluster,EN,halt_confidence,effect_size,n_de,oracle_rstar,argmin_depth,is_val,anchor_EN,dEN_to_anchor,act_consistent_with_anchor,user_pharos_tdl,tc_2level,pathway_primary,target_class,user_tractability_modality,user_nearest_string_neighbors,user_function,user_annotation_present,depmap_geneEffect_k562,depmap_essential_k562,depmap_depleting_k562,k562_essential_toxflag,gnomad_pli,gnomad_loeuf,lof_constraint_flag,lof_tolerant,ot_safety_liabilities,n_safety_events,low_ot_liability,fda_boxed_warning_flag,fda_boxed,safety_flag_v2,user_immune_disease_assoc,user_depmap_essentiality,safety_pass,z_resp,z_string,proximity_score,safety_bonus,act_bonus,composite_score,composite_score_v2,rationale
331,SRP19,NDUFA6,,,Mitochondrial complex I (NADH dehydrogenase) inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,TTK,clinical_target,0.3222,0.2503,False,0.0,0.906,RPL29,True,0,11,12,5.265,0.4504,1.9902,81,5.75,6.0,0,4.622,0.643,True,Tbio,,Metabolism of proteins,Unclassified protein,PROTAC_degrader; small_molecule,SRP14(0.999); SRP54(0.999); SRP68(0.999); SRP72(0.999); SRP9(0.999),"Enables 7S RNA binding activity. Contributes to ribosome binding activity. Predicted to be involved in SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition. Located in nucleolus. Part of signal recognition particle, endoplasmic reticulum targeting. [provided by Alliance of Genome Resources, Apr 2022]",True,-1.3441,True,False,True,0.0651,0.788,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.8),familial adenomatous polyposis 1(0.416); severe congenital neutropenia(0.38); autosomal dominant severe congenital neutropenia(0.37); Shwachman-Diamond syndrome 1(0.333); neurodegenerative disease(0.278),see per-line columns,False,0.2412,0.0,0.2827,0.6,1.0,0.3979,0.3979,"Undrugged (Pharos Tbio); same Leiden cluster (cl0, 11 approved targets) to approved target NDUFA6 | → HYPOTHESIS: same class as NDUFA6 (unclassified; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | ⚠ K562-essential (DepMap geneEffect -1.34 < -1.0): likely toxic to inhibit in this line | immune/disease: familial adenomatous polyposis 1(0.416); severe congenital n | ACT E[N]=5.26 (|Δ|=0.64 vs anchor; ACT axis redundant to response+effect_size)"
332,MRPS27,NDUFB8,Enzyme; Oxidoreductase,Metabolism,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,NDUFB8,approved_target,0.3842,0.3842,False,0.0,0.505,RPS13,False,6,0,0,2.219,0.5575,3.2027,198,2.0,2.0,0,5.121,2.902,False,Tbio,Other cytosolic protein,Metabolism of proteins,Other cytosolic protein,PROTAC_degrader; small_molecule,MRPS5(0.999); MRPS15(0.999); MRPS18B(0.999); MRPS22(0.999); DAP3(0.998),RNA-binding component of the mitochondrial small ribosomal subunit (mt-SSU) that plays a role in mitochondrial protein synthesis .,True,-0.889,False,True,False,0.0,1.15,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,multiple sclerosis(0.348); androgenetic alopecia(0.134),common_essential; mean_geneEffect=-0.518,True,0.384,0.0,0.2112,1.0,0.0,0.3978,0.3978,Undrugged (Pharos Tbio); response cosine 0.38 to approved target NDUFB8 | → HYPOTHESIS: same class as NDUFB8 (Enzyme; Oxidoreductase; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | K562 DepMap geneEffect -0.89 (not strongly essential) | immune/disease: multiple sclerosis(0.348); androgenetic alopecia(0.134) | ACT E[N]=2.22 (|Δ|=2.90 vs anchor; ACT axis redundant to response+effect_size)
333,MT2A,PSMD13,Enzyme,Signal Transduction,26S proteasome inhibitor,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,specific,,TTK,clinical_target,0.1462,0.1283,False,0.0,0.0,,True,1,6,15,4.934,0.0931,1.5599,22,7.0,7.0,1,2.998,1.936,False,Tbio,,Cellular responses to stimuli,NOT_FOUND,PROTAC_degrader,MT1X(0.866); MT1E(0.829); CXorf40A(0.826); MT1H(0.788); MT1G(0.783),Metallothioneins have a high content of cysteine residues that bind various heavy metals; these proteins are transcriptionally regulated by both heavy metals and glucocorticoids.,True,-0.4116,False,False,False,0.0448,1.16,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,NOT_FOUND,common_essential; mean_geneEffect=-0.488,True,0.1112,0.0,0.2112,1.0,0.0,0.3978,0.3978,"Undrugged (Pharos Tbio); same Leiden cluster (cl1, 6 approved targets) to approved target PSMD13 | → HYPOTHESIS: same class as PSMD13 (Enzyme; drug: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFI) | K562 DepMap geneEffect -0.41 (not strongly essential) | ACT E[N]=4.93 (|Δ|=1.94 vs anchor; ACT axis redundant to response+effect_size)"
334,ADSL,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,MTOR,approved_target,0.2491,0.2491,False,0.0,0.913,GMPS,True,1,6,15,5.572,0.1687,1.9623,64,8.0,8.0,0,4.71,0.862,True,Tbio,Enzyme; Lyase,Metabolism,Enzyme; Lyase,PROTAC_degrader; small_molecule,ADSS1(0.999); ADSS2(0.999); ATIC(0.999); GART(0.999); PAICS(0.999),"The protein encoded by this gene belongs to the lyase 1 family. It is an essential enzyme involved in purine metabolism, and catalyzes two non-sequential reactions in the de novo purine biosynthetic pathway: the conversion of succinylaminoimidazole carboxamide ribotide (SAICAR) to aminoimidazole carboxamide ribotide (AICAR) and the conversion of adenylosuccinate (S-AMP) to adenosine monophosphate (AMP). Mutations in this gene are associated with adenylosuccinase deficiency (ADSLD), a disorder marked with psychomotor retardation, epilepsy or autistic features. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2015].",True,-1.7284,True,False,True,0.0,0.915,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7),adenylosuccinate lyase deficiency(0.852); neurodegenerative disease(0.528); hereditary disease(0.486); Intellectual disability(0.464); Epileptic encephalopathy(0.462),see per-line columns,False,0.2399,0.0,0.2819,0.6,1.0,0.3974,0.3974,"Undrugged (Pharos Tbio); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -1.73 < -1.0): likely toxic to inhibit in this line | immune/disease: adenylosuccinate lyase deficiency(0.852); neurodegenerative  | ACT E[N]=5.57 (|Δ|=0.86 vs anchor; ACT axis redundant to response+effect_size)"
335,RNPC3,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,TTK,clinical_target,0.3823,0.3683,False,0.0,0.564,NCBP2,True,1,6,15,6.773,0.5909,3.1384,225,7.0,7.0,0,4.71,2.063,False,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader,SNRPE(0.993); SNRPF(0.991); ZRSR2(0.989); SNRPG(0.988); ZMAT5(0.988),"Participates in pre-mRNA U12-dependent splicing, performed by the minor spliceosome which removes U12-type introns.",True,-1.4246,True,False,True,0.0074,1.041,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.4); rpe1-essential(DepMap -2.1),systemic lupus erythematosus(0.096); systemic sclerosis(0.092),common_essential; mean_geneEffect=-1.769,False,0.367,0.0,0.3518,0.6,0.0,0.3963,0.3963,"Undrugged (Pharos Tbio); response cosine 0.37; same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | ⚠ K562-essential (DepMap geneEffect -1.42 < -1.0): likely toxic to inhibit in this line | immune/disease: systemic lupus erythematosus(0.096); systemic sclerosis(0.09 | ACT E[N]=6.77 (|Δ|=2.06 vs anchor; ACT axis redundant to response+effect_size)"
336,COPS6,PSMB2,Enzyme; Protease,Signal Transduction,20S proteasome inhibitor; 26S proteasome inhibitor,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,specific,,TTK,clinical_target,0.2513,0.234,True,0.618,0.782,PSMD13,True,1,6,15,5.689,0.5492,2.5207,148,6.0,6.0,1,3.568,2.121,False,Tbio,,Metabolism of proteins,Unclassified protein,PROTAC_degrader,COPS2(0.999); COPS3(0.999); COPS4(0.999); COPS5(0.999); COPS7A(0.999),"The protein encoded by this gene is one of the eight subunits of COP9 signalosome, a highly conserved protein complex that functions as an important regulator in multiple signaling pathways. The structure and function of COP9 signalosome is similar to that of the 19S regulatory particle of 26S proteasome. COP9 signalosome has been shown to interact with SCF-type E3 ubiquitin ligases and act as a positive regulator of E3 ubiquitin ligases. This protein belongs to translation initiation factor 3 (eIF3) superfamily. It is involved in the regulation of cell cycle and likely to be a cellular cofactor for HIV-1 accessory gene product Vpr. [provided by RefSeq, Jul 2008].",True,-1.2403,True,False,True,0.9999,0.373,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.2); rpe1-essential(DepMap -1.7); LoF-constrained,neurodegenerative disease(0.362); ovarian dysfunction(0.124); prostate cancer(0.111); Familial prostate cancer(0.111); cancer(0.107),see per-line columns,False,0.2238,0.6186,0.4587,0.3,0.0,0.3961,0.3961,"Undrugged (Pharos Tbio); STRING-adjacent (score 0.62); same Leiden cluster (cl1, 6 approved targets) to approved target PSMB2 | → HYPOTHESIS: same class as PSMB2 (Enzyme; Protease; drug: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFI) | ⚠ K562-essential (DepMap geneEffect -1.24 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.362); ovarian dysfunction(0.124) | ACT E[N]=5.69 (|Δ|=2.12 vs anchor; ACT axis redundant to response+effect_size)"
337,HAUS8,TUBA1B,Structural protein,Neuronal System,B-cell antigen receptor complex-associated protein beta chain binding agent; B-lymphocyte antigen CD19 binding agent; CD166 antigen binding agent; CD22 binding agent; CD44 antigen binding agent; CD70 antigen binding agent; Carcinoembryonic antigen-related cell adhesion molecule 5 binding agent; Choline transporter-like protein 4 binding agent; Coagulation factor III binding agent; Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 binding agent; Endothelin receptor ET-B binding agent; Epidermal growth factor receptor binding agent; Epidermal growth factor receptor erbB1 binding agent; Fc receptor-like protein 5 binding agent; Fibroblast growth factor receptor 2 binding agent; Folate receptor alpha binding agent; Glutamate carboxypeptidase II binding agent; Heat-stable enterotoxin receptor binding agent; Hepatocyte growth factor receptor binding agent; Lymphocyte antigen 6E binding agent; Mesothelin binding agent; Metalloreductase STEAP1 binding agent; Mucin-1 binding agent; Mucin-16 binding agent; Myeloid cell surface antigen CD33 binding agent; Nectin-4 binding agent; Neural cell adhesion molecule 1 binding agent; Prolow-density lipoprotein receptor-related protein 1 binding agent; Receptor protein-tyrosine kinase erbB-2 binding agent; Receptor tyrosine-protein kinase erbB-2 binding agent; SLAM family member 7 binding agent; Sodium-dependent phosphate transport protein 2B binding agent; Syndecan-1 binding agent; Teratocarcinoma-derived growth factor 1 binding agent; Transmembrane glycoprotein NMB binding agent; Trophoblast glycoprotein binding agent; Tubulin disrupting agent; Tubulin inhibitor; Tubulin stabiliser; Tumor necrosis factor receptor superfamily member 17 binding agent; Tumor necrosis factor receptor superfamily member 8 binding agent; Tyrosine-protein kinase receptor UFO binding agent; Vitronectin receptor alpha binding agent; Zinc transporter ZIP6 binding agent,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,promiscuous,44 distinct MoA annotations (broad/multi-target),TTK,clinical_target,0.2526,0.1842,False,0.0,0.648,PLK4,True,1,6,15,5.281,0.1574,1.9197,66,4.0,4.0,0,4.902,0.379,True,Tbio,,Cell Cycle,NOT_FOUND,PROTAC_degrader,HAUS3(0.999); HAUS1(0.999); HAUS2(0.999); HAUS6(0.999); HAUS7(0.999),"Contributes to mitotic spindle assembly, maintenance of centrosome integrity and completion of cytokinesis as part of the HAUS augmin-like complex.",True,-0.1659,False,False,False,0.0,1.14,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,asthma(0.207),common_essential; mean_geneEffect=-0.706,True,0.1707,0.0,0.2439,1.0,1.0,0.4707,0.3954,"Undrugged (Pharos Tbio); same Leiden cluster (cl1, 6 approved targets) to approved target TUBA1B | → HYPOTHESIS: same class as TUBA1B (Structural protein; drug: BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTI) | CAVEAT: promiscuous anchor — 44 distinct MoA annotations (broad/multi-target) | K562 DepMap geneEffect -0.17 (not strongly essential) | immune/disease: asthma(0.207) | ACT E[N]=5.28 (|Δ|=0.38 vs anchor; ACT axis redundant to response+effect_size)"
338,GNL3L,RPL24,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPL24,approved_target,0.6067,0.6067,False,0.0,0.831,POLR1A,True,4,16,17,6.142,0.3205,3.0769,236,7.0,7.0,0,1.653,4.489,False,Tbio,,,NOT_FOUND,PROTAC_degrader,GNL2(0.997); GTPBP4(0.991); PES1(0.987); MRTO4(0.983); NIFK(0.983),"The protein encoded by this gene appears to be a nucleolar GTPase that is essential for ribosomal pre-rRNA processing and cell proliferation. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, May 2010].",True,-0.7839,False,True,False,1.0,0.2134,constrained,False,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.3); LoF-constrained,neurodegenerative disease(0.126); alopecia(0.114); esophageal squamous cell carcinoma(0.092); esophageal cancer(0.085); cancer(0.082),see per-line columns,False,0.6211,0.0,0.4916,0.7,0.0,0.5191,0.3945,"Undrugged (Pharos Tbio); response cosine 0.61; same Leiden cluster (cl4, 16 approved targets) to approved target RPL24 | → HYPOTHESIS: same class as RPL24 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.78 (not strongly essential) | immune/disease: neurodegenerative disease(0.126); alopecia(0.114); esophagea | ACT E[N]=6.14 (|Δ|=4.49 vs anchor; ACT axis redundant to response+effect_size)"
339,ZFC3H1,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,MTOR,approved_target,0.1811,0.1811,False,0.0,0.61,NCBP2,True,1,6,15,5.568,0.5197,5.1352,205,6.0,6.0,0,4.71,0.858,True,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader,MTREX(0.995); PABPN1(0.98); EXOSC7(0.969); EXOSC10(0.968); C1D(0.965),"Subunit of the trimeric poly(A) tail exosome targeting (PAXT) complex, a complex that directs a subset of long and polyadenylated poly(A) RNAs for exosomal degradation.",True,-0.4515,False,False,False,1.0,0.367,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,NOT_FOUND,common_essential; mean_geneEffect=-0.595,False,0.1675,0.0,0.2421,0.7,1.0,0.3945,0.3945,"Undrugged (Pharos Tbio); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | K562 DepMap geneEffect -0.45 (not strongly essential) | ACT E[N]=5.57 (|Δ|=0.86 vs anchor; ACT axis redundant to response+effect_size)"
340,UXS1,RPS11,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS11,approved_target,0.1211,0.1211,True,0.586,0.723,RPS6,True,5,12,12,4.509,0.035,2.1075,20,3.75,4.0,0,2.743,1.766,False,Tbio,,Metabolism,NOT_FOUND,PROTAC_degrader; antibody; small_molecule,UGDH(0.999); FAU(0.947); RPS6(0.723); GMPPB(0.69); GMDS(0.667),Catalyzes the NAD-dependent decarboxylation of UDP-glucuronic acid to UDP-xylose .,True,-0.3292,False,False,False,0.0,0.805,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,NOT_FOUND,not_common_essential; mean_geneEffect=-0.429,True,0.1035,0.5866,0.3829,1.0,0.0,0.518,0.3937,"Undrugged (Pharos Tbio); STRING-adjacent (score 0.59); same Leiden cluster (cl5, 12 approved targets) to approved target RPS11 | → HYPOTHESIS: same class as RPS11 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.33 (not strongly essential) | ACT E[N]=4.51 (|Δ|=1.77 vs anchor; ACT axis redundant to response+effect_size)"
341,NPLOC4,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,TTK,clinical_target,0.6102,0.4345,False,0.0,0.99,RPS27A,False,0,11,12,4.987,0.8342,6.2215,594,5.0,5.0,0,4.71,0.277,True,Tbio,,Cellular responses to stimuli,NOT_FOUND,PROTAC_degrader,FAF1(0.999); FAF2(0.999); UFD1(0.999); VCP(0.999); UBXN7(0.999),"The ternary complex containing UFD1, VCP and NPLOC4 binds ubiquitinated proteins and is necessary for the export of misfolded proteins from the ER to the cytoplasm, where they are degraded by the proteasome.",True,-0.8252,False,True,False,0.9997,0.426,constrained,False,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.6); LoF-constrained,NOT_FOUND,common_essential; mean_geneEffect=-1.381,False,0.4375,0.0,0.2406,0.7,1.0,0.3935,0.3935,Undrugged (Pharos Tbio); response cosine 0.43 to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | K562 DepMap geneEffect -0.83 (not strongly essential) | ACT E[N]=4.99 (|Δ|=0.28 vs anchor; ACT axis redundant to response+effect_size)
342,LSM7,FNTA,Enzyme; Transferase,Immune System,Protein farnesyltransferase inhibitor,LONAFARNIB,specific,,FNTA,approved_target,0.3607,0.3607,False,0.0,0.85,NCBP2,True,3,1,2,4.475,0.3313,3.5668,282,4.0,4.0,0,3.031,1.444,False,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader; small_molecule,LSM1(0.999); LSM3(0.999); LSM6(0.999); LSM8(0.999); PRPF4(0.999),"Sm-like proteins were identified in a variety of organisms based on sequence homology with the Sm protein family (see SNRPD2; MIM 601061). Sm-like proteins contain the Sm sequence motif, which consists of 2 regions separated by a linker of variable length that folds as a loop. The Sm-like proteins are thought to form a stable heteromer present in tri-snRNP particles, which are important for pre-mRNA splicing.[supplied by OMIM, Apr 2004].",True,-2.2076,True,False,True,0.0,1.727,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.2); rpe1-essential(DepMap -1.7),neurodegenerative disease(0.527); leukodystrophy(0.401); LSM7-related leukodystrophy and cerebellar atrophy(0.333); Joubert syndrome 36(0.266); hepatocellular carcinoma(0.071),see per-line columns,False,0.3588,0.0,0.3474,0.6,0.0,0.3932,0.3932,"Undrugged (Pharos Tbio); response cosine 0.36; same Leiden cluster (cl3, 1 approved targets) to approved target FNTA | → HYPOTHESIS: same class as FNTA (Enzyme; Transferase; drug: LONAFARNIB) | ⚠ K562-essential (DepMap geneEffect -2.21 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.527); leukodystrophy(0.401); LSM | ACT E[N]=4.47 (|Δ|=1.44 vs anchor; ACT axis redundant to response+effect_size)"
