rank,candidate,nearest_approved_anchor,anchor_target_class,anchor_pathway,anchor_moa,anchor_drugs,anchor_specificity,anchor_specificity_note,nearest_anchor_any,nearest_anchor_status,resp_cos_to_anchor_any,resp_cos_to_approved,string_adjacent_to_anchor,string_score_to_approved_anchor,string_max_to_any_anchor,string_best_anchor,shared_cluster_with_anchor,cluster,n_approved_in_cluster,n_anchors_in_cluster,EN,halt_confidence,effect_size,n_de,oracle_rstar,argmin_depth,is_val,anchor_EN,dEN_to_anchor,act_consistent_with_anchor,user_pharos_tdl,tc_2level,pathway_primary,target_class,user_tractability_modality,user_nearest_string_neighbors,user_function,user_annotation_present,depmap_geneEffect_k562,depmap_essential_k562,depmap_depleting_k562,k562_essential_toxflag,gnomad_pli,gnomad_loeuf,lof_constraint_flag,lof_tolerant,ot_safety_liabilities,n_safety_events,low_ot_liability,fda_boxed_warning_flag,fda_boxed,safety_flag_v2,user_immune_disease_assoc,user_depmap_essentiality,safety_pass,z_resp,z_string,proximity_score,safety_bonus,act_bonus,composite_score,composite_score_v2,rationale
314,KRI1,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.7012,0.7012,False,0.0,0.575,RPL7,True,5,12,12,4.987,0.0786,3.8675,352,7.5,7.5,0,2.086,2.901,False,Tbio,,,NOT_FOUND,PROTAC_degrader,KRR1(0.996); NOP14(0.944); NOC2L(0.931); MPHOSPH10(0.928); BMS1(0.921),"This gene overlaps with the gene for cysteine endopeptidase AUT-like 4 in a head-to-tail orientation. [provided by RefSeq, Jul 2008].",True,-1.0155,True,False,True,0.0,1.061,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.0); rpe1-essential(DepMap -1.3),rheumatoid arthritis(0.021); osteoarthritis(0.011); metastatic malignant neoplasm in the lymph nodes(0.009),common_essential; mean_geneEffect=-1.037,False,0.7218,0.0,0.547,0.6,0.0,0.5329,0.405,"Undrugged (Pharos Tbio); response cosine 0.70; same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.02 < -1.0): likely toxic to inhibit in this line | immune/disease: rheumatoid arthritis(0.021); osteoarthritis(0.011); metastat | ACT E[N]=4.99 (|Δ|=2.90 vs anchor; ACT axis redundant to response+effect_size)"
315,VPS13D,NDUFB4,,Metabolism,Mitochondrial complex I (NADH dehydrogenase) inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,NDUFB4,approved_target,0.2063,0.2063,False,0.0,0.451,TSG101,True,0,11,12,4.421,0.1391,1.608,19,1.5,1.5,0,4.135,0.286,True,Tbio,,,NOT_FOUND,PROTAC_degrader,ATG2B(0.814),"This gene encodes a protein belonging to the vacuolar-protein-sorting-13 gene family. In yeast, vacuolar-protein-sorting-13 proteins are involved in trafficking of membrane proteins between the trans-Golgi network and the prevacuolar compartment. While several transcript variants may exist for this gene, the full-length natures of only two have been described to date. These two represent the major variants of this gene and encode distinct isoforms. [provided by RefSeq, Jul 2008].",True,-0.2437,False,False,False,1.0,0.426,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,autosomal recessive cerebellar ataxia-saccadic intrusion syndrome(0.798); Autosomal recessive cerebellar ataxia - saccadic intrusion(0.778); neurodegenerative disease(0.527); hereditary disease(0.417); autosomal recessive cerebellar ataxia(0.341),see per-line columns,False,0.1943,0.0,0.2569,0.7,1.0,0.4048,0.4048,"Undrugged (Pharos Tbio); same Leiden cluster (cl0, 11 approved targets) to approved target NDUFB4 | → HYPOTHESIS: same class as NDUFB4 (unclassified; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | K562 DepMap geneEffect -0.24 (not strongly essential) | immune/disease: autosomal recessive cerebellar ataxia-saccadic intrusion syn | ACT E[N]=4.42 (|Δ|=0.29 vs anchor; ACT axis redundant to response+effect_size)"
316,CDC123,NDUFA6,,,Mitochondrial complex I (NADH dehydrogenase) inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,METAP2,clinical_target,0.2832,0.266,False,0.0,0.409,RPS12,True,0,11,12,5.237,0.3037,2.1148,82,5.75,6.0,0,4.622,0.615,True,Tbio,,,NOT_FOUND,PROTAC_degrader; small_molecule,EIF2S3(0.961); CAMK1D(0.876); EIF2S2(0.873); JAZF1(0.82); CDKAL1(0.782),ATP-dependent protein-folding chaperone for the eIF2 complex .,True,-2.5469,True,False,True,0.0,1.013,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.5); rpe1-essential(DepMap -2.6),coronary atherosclerosis(0.307),common_essential; mean_geneEffect=-2.372,False,0.258,0.0,0.2919,0.6,1.0,0.4043,0.4043,"Undrugged (Pharos Tbio); same Leiden cluster (cl0, 11 approved targets) to approved target NDUFA6 | → HYPOTHESIS: same class as NDUFA6 (unclassified; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | ⚠ K562-essential (DepMap geneEffect -2.55 < -1.0): likely toxic to inhibit in this line | immune/disease: coronary atherosclerosis(0.307) | ACT E[N]=5.24 (|Δ|=0.62 vs anchor; ACT axis redundant to response+effect_size)"
317,MED11,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,POLE,approved_target,0.6428,0.6428,False,0.0,0.656,CDK9,False,2,1,4,2.402,0.4771,4.5575,404,2.0,3.0,1,4.782,2.38,False,Tdark,,Developmental Biology,NOT_FOUND,PROTAC_degrader; small_molecule,MED10(0.999); MED17(0.999); MED20(0.999); MED21(0.999); MED27(0.999),"MED11 is a component of the Mediator complex, which is a coactivator for DNA-binding factors that activate transcription via RNA polymerase II (Sato et al., 2003 [PubMed 12584197]).[supplied by OMIM, Oct 2008].",True,-1.7822,True,False,True,0.0,1.836,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.8); rpe1-essential(DepMap -2.1),"neurodegeneration with developmental delay, early respiratory failure, myoclonic seizures, and brain abnormalities(0.645); neurodegenerative disease(0.193); neurodevelopmental disorder(0.185); bone remodeling disease(0.145); MODY(0.091)",see per-line columns,False,0.6596,0.0,0.3628,0.6,0.0,0.4039,0.4039,"Undrugged (Pharos Tdark); response cosine 0.64 to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.78 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegeneration with developmental delay, early respirator | ACT E[N]=2.40 (|Δ|=2.38 vs anchor; ACT axis redundant to response+effect_size)"
318,GTF2H1,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,TTK,clinical_target,0.6367,0.5814,False,0.0,0.929,CDK9,False,2,1,4,2.306,0.4164,3.5737,262,2.0,2.0,1,4.782,2.476,False,Tbio,,,NOT_FOUND,NOT_FOUND,GTF2H2(0.999); ERCC2(0.999); MNAT1(0.999); ERCC5(0.999); CCNH(0.999),"Component of the general transcription and DNA repair factor IIH (TFIIH) core complex, which is involved in general and transcription-coupled nucleotide excision repair (NER) of damaged DNA and, when complexed to CAK, in RNA transcription by RNA polymerase II.",True,,False,False,False,0.9969,0.416,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,NOT_FOUND,NOT_FOUND,False,0.5941,0.0,0.3267,0.7,0.0,0.4037,0.4037,Undrugged (Pharos Tbio); response cosine 0.58 to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ACT E[N]=2.31 (|Δ|=2.48 vs anchor; ACT axis redundant to response+effect_size)
319,BTF3,RPL27A,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",TTK,clinical_target,0.3472,0.2301,True,0.935,0.997,RPL31,False,0,11,12,4.768,0.2812,3.1987,259,1.0,1.0,1,2.102,2.666,False,Tbio,Transcription factor,Disease,Transcription factor,PROTAC_degrader; small_molecule,NACA(0.999); RPL31(0.997); RPL30(0.993); NACA2(0.992); RPL6(0.987),"This gene encodes the basic transcription factor 3. This protein forms a stable complex with RNA polymerase IIB and is required for transcriptional initiation. Alternative splicing results in multiple transcript variants encoding different isoforms. This gene has multiple pseudogenes. [provided by RefSeq, Jul 2008].",True,-0.4246,False,False,False,0.007,0.925,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.0),Alzheimer disease(0.43); neurodegenerative disease(0.428); lysosomal storage disease(0.428); multiple sclerosis(0.428); Parkinson disease(0.428),see per-line columns,True,0.2197,0.9359,0.4016,1.0,0.0,0.5311,0.4037,"Undrugged (Pharos Tbio); STRING-adjacent (score 0.94) to approved target RPL27A | → HYPOTHESIS: same class as RPL27A (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.42 (not strongly essential) | immune/disease: Alzheimer disease(0.43); neurodegenerative disease(0.428); l | ACT E[N]=4.77 (|Δ|=2.67 vs anchor; ACT axis redundant to response+effect_size)"
320,DHX36,PSMD13,Enzyme,Signal Transduction,26S proteasome inhibitor,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,specific,,PSMD13,approved_target,0.4586,0.4586,False,0.0,0.0,,False,2,1,4,3.449,0.1153,2.3214,116,3.25,3.25,0,2.998,0.451,True,Tbio,Enzyme,,Enzyme,NOT_FOUND,DDX21(0.998); DDX1(0.997); DDX56(0.996); MYD88(0.928); IRF7(0.844),Multifunctional ATP-dependent helicase that unwinds G-quadruplex (G4) structures .,True,,False,False,False,1.0,0.401,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,NOT_FOUND,NOT_FOUND,False,0.4632,0.0,0.2548,0.7,1.0,0.4033,0.4033,Undrugged (Pharos Tbio); response cosine 0.46 to approved target PSMD13 | → HYPOTHESIS: same class as PSMD13 (Enzyme; drug: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFI) | ACT E[N]=3.45 (|Δ|=0.45 vs anchor; ACT axis redundant to response+effect_size)
321,SPRTN,NDUFB6,Enzyme; Oxidoreductase,Metabolism,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,TSG101,clinical_target,0.2109,0.2023,False,0.0,0.772,POLD1,True,0,11,12,5.169,0.1272,1.5795,25,4.5,4.5,0,5.175,0.006,True,Tbio,,DNA Repair,NOT_FOUND,PROTAC_degrader; small_molecule,PCNA(0.992); VCP(0.976); UBC(0.864); PPP2R3A(0.827); PPP2R3B(0.827),"DNA-dependent metalloendopeptidase that mediates the proteolytic cleavage of covalent DNA-protein cross-links (DPCs) during DNA synthesis, thereby playing a key role in maintaining genomic integrity .",True,-0.8025,False,True,False,0.9492,0.531,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,NOT_FOUND,common_essential; mean_geneEffect=-0.718,False,0.1901,0.0,0.2545,0.7,1.0,0.4032,0.4032,"Undrugged (Pharos Tbio); same Leiden cluster (cl0, 11 approved targets) to approved target NDUFB6 | → HYPOTHESIS: same class as NDUFB6 (Enzyme; Oxidoreductase; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | K562 DepMap geneEffect -0.80 (not strongly essential) | ACT E[N]=5.17 (|Δ|=0.01 vs anchor; ACT axis redundant to response+effect_size)"
322,MRPL55,NDUFB4,,Metabolism,Mitochondrial complex I (NADH dehydrogenase) inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,NDUFB4,approved_target,0.4133,0.4133,True,0.442,0.686,RPL26,False,6,0,0,3.066,0.2857,2.2165,81,2.0,2.0,0,4.135,1.069,False,Tdark,,Metabolism of proteins,NOT_FOUND,PROTAC_degrader; small_molecule,MRPL46(0.993); MRPL52(0.989); MRPS30(0.987); MRPL41(0.987); MRPL40(0.981),Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,True,-1.0933,True,False,True,0.0042,1.116,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.1),NOT_FOUND,common_essential; mean_geneEffect=-0.611,False,0.4149,0.4424,0.3609,0.6,0.0,0.4027,0.4027,Undrugged (Pharos Tdark); response cosine 0.41; STRING-adjacent (score 0.44) to approved target NDUFB4 | → HYPOTHESIS: same class as NDUFB4 (unclassified; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | ⚠ K562-essential (DepMap geneEffect -1.09 < -1.0): likely toxic to inhibit in this line | ACT E[N]=3.07 (|Δ|=1.07 vs anchor; ACT axis redundant to response+effect_size)
323,CHCHD4,NDUFA6,,,Mitochondrial complex I (NADH dehydrogenase) inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,NDUFA6,approved_target,0.3824,0.3824,False,0.0,0.72,TXN,True,0,11,12,3.235,0.2565,2.5612,132,2.0,2.0,0,4.622,1.387,False,Tbio,,Protein localization,NOT_FOUND,PROTAC_degrader; small_molecule,GFER(0.999); COX17(0.998); TIMM10(0.993); TIMM8A(0.977); TIMM9(0.975),"CHCHD4, a component of human mitochondria, belongs to a protein family whose members share 6 highly conserved cysteine residues constituting a -CXC-CX(9)C-CX(9)C- motif in the C terminus (Hofmann et al., 2005 [PubMed 16185709]).[supplied by OMIM, Mar 2008].",True,-1.0002,True,False,True,0.0339,1.225,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.0),lactic acidosis(0.333); Abnormal brain morphology(0.333); fetal growth restriction(0.333); Encephalopathy(0.333); Decreased liver function(0.333),see per-line columns,False,0.382,0.0,0.3601,0.6,0.0,0.4021,0.4021,"Undrugged (Pharos Tbio); response cosine 0.38; same Leiden cluster (cl0, 11 approved targets) to approved target NDUFA6 | → HYPOTHESIS: same class as NDUFA6 (unclassified; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | ⚠ K562-essential (DepMap geneEffect -1.00 < -1.0): likely toxic to inhibit in this line | immune/disease: lactic acidosis(0.333); Abnormal brain morphology(0.333); fe | ACT E[N]=3.23 (|Δ|=1.39 vs anchor; ACT axis redundant to response+effect_size)"
324,MRPL54,NDUFB8,Enzyme; Oxidoreductase,Metabolism,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,NDUFB8,approved_target,0.3938,0.3938,False,0.0,0.682,RPS23,False,6,0,0,3.977,0.1092,2.211,110,8.0,8.0,0,5.121,1.144,False,Tdark,,Metabolism of proteins,NOT_FOUND,PROTAC_degrader; small_molecule,MRPL17(0.988); MRPL10(0.987); MRPL46(0.985); MRPL27(0.984); MRPL41(0.983),Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,True,-0.379,False,False,False,0.0007,1.175,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,asthma(0.007),common_essential; mean_geneEffect=-0.434,True,0.3942,0.0,0.2168,1.0,0.0,0.4018,0.4018,Undrugged (Pharos Tdark); response cosine 0.39 to approved target NDUFB8 | → HYPOTHESIS: same class as NDUFB8 (Enzyme; Oxidoreductase; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | K562 DepMap geneEffect -0.38 (not strongly essential) | immune/disease: asthma(0.007) | ACT E[N]=3.98 (|Δ|=1.14 vs anchor; ACT axis redundant to response+effect_size)
325,PELP1,RPL30,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPL30,approved_target,0.5406,0.5406,True,0.64,0.9,E2F6,True,4,16,17,5.393,0.1832,3.8371,319,1.0,1.0,1,1.72,3.673,False,Tbio,,Metabolism of RNA,Unclassified protein,PROTAC_degrader; small_molecule,TEX10(0.999); WDR18(0.999); LAS1L(0.998); SENP3(0.997); NOL9(0.964),"This gene encodes a transcription factor which coactivates transcription of estrogen receptor responsive genes and corepresses genes activated by other hormone receptors or sequence-specific transcription factors. Expression of this gene is regulated by both members of the estrogen receptor family. This gene may be involved in the progression of several types of cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2013].",True,-1.3147,True,False,True,0.1841,0.567,tolerant,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.1),Global developmental delay(0.111); breast cancer(0.11); neoplasm(0.11); breast carcinoma(0.101); cancer(0.095),see per-line columns,False,0.5507,0.6406,0.6451,0.3,0.0,0.5265,0.4002,"Undrugged (Pharos Tbio); response cosine 0.54; STRING-adjacent (score 0.64); same Leiden cluster (cl4, 16 approved targets) to approved target RPL30 | → HYPOTHESIS: same class as RPL30 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.31 < -1.0): likely toxic to inhibit in this line | immune/disease: Global developmental delay(0.111); breast cancer(0.11); neop | ACT E[N]=5.39 (|Δ|=3.67 vs anchor; ACT axis redundant to response+effect_size)"
326,DKC1,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.5356,0.5356,True,0.649,0.89,POLR1A,True,5,12,12,5.282,0.095,3.0159,212,7.0,7.0,1,2.086,3.196,False,Tbio,Enzyme; Isomerase,Cell Cycle,Enzyme; Isomerase,PROTAC_degrader,FBL(0.999); GAR1(0.999); NAF1(0.999); NHP2(0.999); NOP10(0.999),"This gene functions in two distinct complexes. It plays an active role in telomerase stabilization and maintenance, as well as recognition of snoRNAs containing H/ACA sequences which provides stability during biogenesis and assembly into H/ACA small nucleolar RNA ribonucleoproteins (snoRNPs). This gene is highly conserved and widely expressed, and may play additional roles in nucleo-cytoplasmic shuttling, DNA damage response, and cell adhesion. Mutations have been associated with X-linked dyskeratosis congenita. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014].",True,-1.5396,True,False,True,1.0,0.1962,constrained,False,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.5); rpe1-essential(DepMap -1.2); LoF-constrained,"dyskeratosis congenita, X-linked(0.847); dyskeratosis congenita(0.807); Hoyeraal-Hreidarsson syndrome(0.718); neurodegenerative disease(0.52); DKC1-related disorder(0.486)",see per-line columns,False,0.5454,0.6496,0.6448,0.3,0.0,0.5264,0.4001,"Undrugged (Pharos Tbio); response cosine 0.54; STRING-adjacent (score 0.65); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.54 < -1.0): likely toxic to inhibit in this line | immune/disease: dyskeratosis congenita, X-linked(0.847); dyskeratosis congen | ACT E[N]=5.28 (|Δ|=3.20 vs anchor; ACT axis redundant to response+effect_size)"
327,POP7,RPS27,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS27,approved_target,0.3196,0.3196,False,0.0,0.0,,True,5,12,12,4.401,0.068,1.4213,20,4.25,4.25,0,4.577,0.176,True,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader,RPP30(0.999); RPP25(0.999); POP5(0.999); POP4(0.998); RPP38(0.997),"Component of ribonuclease P, a ribonucleoprotein complex that generates mature tRNA molecules by cleaving their 5'-ends .",True,-0.4899,False,False,False,0.0495,1.305,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.3),inflammatory bowel disease(0.04),common_essential; mean_geneEffect=-0.766,True,0.3151,0.0,0.3233,1.0,1.0,0.5263,0.4,"Undrugged (Pharos Tbio); response cosine 0.32; same Leiden cluster (cl5, 12 approved targets) to approved target RPS27 | → HYPOTHESIS: same class as RPS27 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.49 (not strongly essential) | immune/disease: inflammatory bowel disease(0.04) | ACT E[N]=4.40 (|Δ|=0.18 vs anchor; ACT axis redundant to response+effect_size)"
328,MED17,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,TTK,clinical_target,0.7428,0.6307,False,0.0,0.676,CDK9,False,2,1,4,2.84,0.3546,6.667,656,3.0,3.0,0,4.782,1.942,False,Tbio,,Developmental Biology,NOT_FOUND,PROTAC_degrader; small_molecule,MED10(0.999); MED15(0.999); MED20(0.999); MED21(0.999); MED26(0.999),"The activation of gene transcription is a multistep process that is triggered by factors that recognize transcriptional enhancer sites in DNA. These factors work with co-activators to direct transcriptional initiation by the RNA polymerase II apparatus. The protein encoded by this gene is a subunit of the CRSP (cofactor required for SP1 activation) complex, which, along with TFIID, is required for efficient activation by SP1. This protein is also a component of other multisubunit complexes e.g. thyroid hormone receptor-(TR-) associated proteins which interact with TR and facilitate TR function on DNA templates in conjunction with initiation factors and cofactors. [provided by RefSeq, Jul 2008].",True,-1.1796,True,False,True,0.0,0.719,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.2); rpe1-essential(DepMap -1.4),infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly(0.739); hereditary disease(0.47); neurodegenerative disease(0.462); Intellectual disability(0.119); microcephaly(0.112),see per-line columns,False,0.6466,0.0,0.3556,0.6,0.0,0.399,0.399,Undrugged (Pharos Tbio); response cosine 0.63 to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.18 < -1.0): likely toxic to inhibit in this line | immune/disease: infantile cerebral and cerebellar atrophy with postnatal pro | ACT E[N]=2.84 (|Δ|=1.94 vs anchor; ACT axis redundant to response+effect_size)
329,POP5,RPS11,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS11,approved_target,0.6811,0.6811,False,0.0,0.424,RPS12,True,5,12,12,5.394,0.0895,3.8796,330,5.5,5.5,1,2.743,2.651,False,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader,POP1(0.999); POP4(0.999); POP7(0.999); RPP14(0.999); RPP21(0.999),"Enables ribonuclease P RNA binding activity. Contributes to ribonuclease P activity. Involved in tRNA 5'-leader removal. Located in nucleolus. Part of multimeric ribonuclease P complex and ribonuclease MRP complex. [provided by Alliance of Genome Resources, Apr 2022]",True,-1.4181,True,False,True,0.0,1.203,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.5),neurodegenerative disease(0.485); mathematical ability(0.125); Abnormality of the skeletal system(0.05); arthropathy(0.043); obesity disorder(0.024),see per-line columns,False,0.7004,0.0,0.5352,0.6,0.0,0.5247,0.3987,"Undrugged (Pharos Tbio); response cosine 0.68; same Leiden cluster (cl5, 12 approved targets) to approved target RPS11 | → HYPOTHESIS: same class as RPS11 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.42 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.485); mathematical ability(0.125 | ACT E[N]=5.39 (|Δ|=2.65 vs anchor; ACT axis redundant to response+effect_size)"
330,HECTD1,POLD3,Enzyme,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,POLD3,approved_target,0.19,0.19,False,0.0,0.0,,True,7,8,13,4.098,0.1354,1.5637,17,2.5,2.75,0,3.925,0.173,True,Tbio,,Immune System,NOT_FOUND,PROTAC_degrader,ZRANB1(0.745); BIRC6(0.676); UBR3(0.673); TRIP12(0.641); USP9X(0.61),E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates .,True,-0.1777,False,False,False,1.0,0.265,constrained,False,NOT_FOUND,0,True,False,False,LoF-constrained,NOT_FOUND,not_common_essential; mean_geneEffect=-0.406,False,0.177,0.0,0.2473,0.7,1.0,0.3981,0.3981,"Undrugged (Pharos Tbio); same Leiden cluster (cl7, 8 approved targets) to approved target POLD3 | → HYPOTHESIS: same class as POLD3 (Enzyme; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | K562 DepMap geneEffect -0.18 (not strongly essential) | ACT E[N]=4.10 (|Δ|=0.17 vs anchor; ACT axis redundant to response+effect_size)"
