rank,candidate,composite_score,nearest_approved_anchor,anchor_specificity,anchor_target_class,anchor_moa,anchor_pathway,anchor_EN,response_cosine,string_weight,string_adjacent,shared_cluster,proximity_score,nearest_anchor_inclClinical,nearest_anchor_inclClinical_cos,cand_EN,cand_halt_confidence,cand_effect_size,cand_n_de,cand_argmin_depth,cand_is_val,delta_EN_to_anchor,act_consistent_with_anchor,cand_pharos_tdl,cand_target_class,cand_protein_family,cand_pathway_family,cand_function,cand_tractability_modality,cand_ot_tractability_sm,cand_immune_disease_assoc,depmap_geneEffect_k562,depmap_geneEffect_rpe1,depmap_geneEffect_THP1,depmap_essential_k562,depmap_essential_rpe1,lof_constraint_flag,gnomad_pli,gnomad_loeuf,n_safety_events,fda_boxed_warning,ot_safety_liabilities,safety_flag_v2,user_annotation_present,strongly_essential_thisline,lof_tolerant,low_liability,safety_pass,rationale,cluster
39,MYBBP1A,0.885,RPL5,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.753,0.7312,0.748,True,True,1.2552,RPL5,0.7312,7.893,0.8447,4.3126,365,8.0,0,0.14,True,Tbio,Unclassified protein,DNA polymerase V/Myb-binding protein 1A,Gene expression (Transcription),"This gene encodes a nucleolar transcriptional regulator that was first identified by its ability to bind specifically to the Myb proto-oncogene protein. The encoded protein is thought to play a role in many cellular processes including response to nucleolar stress, tumor suppression and synthesis of ribosomal DNA. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013].",PROTAC_degrader,,neurodegenerative disease(0.507); Non-immune hydrops fetalis(0.37); ventricular septal defect(0.208); lysosomal storage disease(0.191); Meniere disease(0.162),-0.5073,-0.518,-0.4357,False,False,tolerant,0.0,1.249,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.73 to nearest approved anchor RPL5 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL5 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.5073, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.507); Non-immune hydrops fetalis(0.37); ve. E[N]=7.893 (|Δ|anchor 0.14; E[N] non-discriminative for class — see stats).",6
40,NOM1,0.875,RPS6,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.173,0.7187,0.464,True,True,1.1007,RPS6,0.7187,7.195,0.7408,4.1416,323,7.0,0,0.022,True,Tbio,Unclassified protein,Pre-mRNA-splicing factor CWC22,,Plays a role in targeting PPP1CA to the nucleolus.,PROTAC_degrader,,,-0.1678,-0.9094,-0.6058,False,False,tolerant,0.0,0.961,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.72 to nearest approved anchor RPS6 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS6 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.1678, LoF-tolerant, no OT liability/boxed warning. E[N]=7.195 (|Δ|anchor 0.022; E[N] non-discriminative for class — see stats).",5
41,YARS,0.8731,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.7031,0.0,False,True,0.8531,MTOR,0.7031,6.568,0.5858,8.1406,719,4.0,0,0.202,True,,Enzyme; Ligase,,,,,Structure with Ligand; High-Quality Pocket; Druggable Family,,,,,False,False,tolerant,0.0,0.734,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.70 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.568 (|Δ|anchor 0.202; E[N] non-discriminative for class — see stats).",0
42,TAF2,0.8719,TYK2,specific,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator,Cell-Cell communication,6.18,0.7019,0.0,False,True,0.8519,TYK2,0.7019,5.981,0.4919,6.5204,647,5.0,0,0.199,True,Tbio,,Transcription initiation factor TFIID subunit 2,Gene expression (Transcription),"Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes one of the larger subunits of TFIID that is stably associated with the TFIID complex. It contributes to interactions at and downstream of the transcription initiation site, interactions that help determine transcription complex response to activators. [provided by RefSeq, Jul 2008].",PROTAC_degrader; small_molecule,Structure with Ligand,microcephaly-thin corpus callosum-intellectual disability syndrome(0.703); HIV infectious disease(0.579); neurodegenerative disease(0.462); alcohol drinking(0.306); myelodysplastic syndrome(0.262),-0.5274,-1.0219,-0.4595,False,True,tolerant,0.0074,0.551,0,False,,rpe1-essential(DepMap -1.0),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.70 to nearest approved anchor TYK2 [specific drug target], class Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family. same cluster #2. HYPOTHESIS: same class as TYK2 (Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator) — candidate target, unverified. Safety OK: K562 geneEffect -0.5274, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: microcephaly-thin corpus callosum-intellectual disability syndrome(0.7. E[N]=5.981 (|Δ|anchor 0.199; E[N] non-discriminative for class — see stats).",2
43,NOL8,0.8702,RPL10A,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.854,0.7127,0.66,True,True,1.1927,RPL10A,0.7127,7.935,0.8877,4.2431,368,8.0,0,0.081,True,Tbio,,,,"NOL8 binds Ras-related GTP-binding proteins (see MIM 608267) and plays a role in cell growth (Sekiguchi et al., 2004 [PubMed 14660641]).[supplied by OMIM, Mar 2008].",,,,,,,False,False,tolerant,0.0,0.948,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.71 to nearest approved anchor RPL10A [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL10A (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=7.935 (|Δ|anchor 0.081; E[N] non-discriminative for class — see stats).",6
44,UHRF1,0.8687,DNMT1,specific,Epigenetic regulator; Writer; DNA methyltransferase,DNA (cytosine-5)-methyltransferase 1 inhibitor,Gene expression (Transcription),4.809,0.8196,0.999,True,True,1.4691,DNMT1,0.8196,3.878,0.1358,6.5451,627,1.0,0,0.931,False,Tbio,Epigenetic regulator; Reader; Plant homeodomain,UHRF1/2-like,Developmental Biology,E3 ubiquitin-protein ligase that acts as a key epigenetic regulator by bridging DNA methylation and chromatin modification .,PROTAC_degrader; small_molecule,Structure with Ligand; High-Quality Ligand; High-Quality Pocket,ICF syndrome(0.37); coronary atherosclerosis(0.155),,,,False,False,constrained,1.0,0.171,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.82 to nearest approved anchor DNMT1 [specific drug target], class Epigenetic regulator; Writer; DNA methyltransferase. STRING-adjacent+same cluster #2. HYPOTHESIS: same class as DNMT1 (DNA (cytosine-5)-methyltransferase 1 inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect nan). Immune/disease assoc: ICF syndrome(0.37); coronary atherosclerosis(0.155). E[N]=3.878 (|Δ|anchor 0.931; E[N] non-discriminative for class — see stats).",2
45,ATF4,0.8611,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.4911,0.572,True,True,0.9271,MTOR,0.4911,5.976,0.2017,4.2024,399,7.0,1,0.39,True,Tbio,Transcription factor,Basic-leucine zipper domain superfamily,Cellular responses to stimuli,"Transcription factor that binds the cAMP response element (CRE) (consensus: 5'-GTGACGT[AC][AG]-3') and displays two biological functions, as regulator of metabolic and redox processes under normal cellular conditions, and as master transcription factor during integrated stress response (ISR) .",PROTAC_degrader; antibody,,,-0.9659,-0.8464,-0.1158,False,False,tolerant,0.3821,0.718,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.49 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. STRING-adjacent+same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.9659, LoF-tolerant, no OT liability/boxed warning. E[N]=5.976 (|Δ|anchor 0.39; E[N] non-discriminative for class — see stats).",0
46,TARS,0.8605,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6905,0.0,False,True,0.8405,MTOR,0.6905,6.296,0.708,7.7193,682,7.0,1,0.07,True,,Enzyme; Ligase,,,,,Structure with Ligand; High-Quality Ligand; Druggable Family,,,,,False,False,tolerant,0.0,0.707,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.69 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.296 (|Δ|anchor 0.07; E[N] non-discriminative for class — see stats).",0
47,MARS,0.8534,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6834,0.0,False,True,0.8334,MTOR,0.6834,6.791,0.8309,6.6493,602,3.75,0,0.425,True,,Enzyme; Ligase,,,,,Structure with Ligand; Druggable Family,,,,,False,False,tolerant,0.0,0.777,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.68 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.791 (|Δ|anchor 0.425; E[N] non-discriminative for class — see stats).",0
48,EPRS,0.8522,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.7022,0.0,False,True,0.8522,MTOR,0.7022,6.879,0.9016,8.348,772,7.0,0,0.513,False,,Enzyme,,,,,Structure with Ligand,,,,,False,False,tolerant,0.0199,0.549,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.70 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.879 (|Δ|anchor 0.513; E[N] non-discriminative for class — see stats).",0
49,RARS,0.8516,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6816,0.0,False,True,0.8316,MTOR,0.6816,6.314,0.7474,7.2642,665,7.0,0,0.052,True,,Enzyme; Ligase,,,,,Structure with Ligand,,,,,False,False,tolerant,0.0,1.079,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.68 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.314 (|Δ|anchor 0.052; E[N] non-discriminative for class — see stats).",0
50,SRFBP1,0.8507,RPS23,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Cellular responses to stimuli,7.148,0.6884,0.568,True,True,1.1224,RPS23,0.6884,7.155,0.7861,4.2005,375,7.5,0,0.007,True,Tbio,,Bud22/Serum response factor-binding protein 1,,"Enables RNA binding activity. Predicted to be involved in maturation of SSU-rRNA. Predicted to be located in perinuclear region of cytoplasm. Predicted to be part of 90S preribosome. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader,,liver disorder(0.255); diabetes mellitus(0.241); coronary artery disorder(0.225); carpal tunnel syndrome(0.199); medical procedure(0.187),-0.6478,-1.1949,-0.8154,False,True,tolerant,0.0,1.254,0,False,,rpe1-essential(DepMap -1.2),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.69 to nearest approved anchor RPS23 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS23 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.6478, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: liver disorder(0.255); diabetes mellitus(0.241); coronary artery disor. E[N]=7.155 (|Δ|anchor 0.007; E[N] non-discriminative for class — see stats).",5
51,EIF2B5,0.8502,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.7002,0.0,False,True,0.8502,MTOR,0.7002,5.707,0.6783,7.4665,640,5.75,0,0.659,False,Tbio,Unclassified protein,eIF2B Complex Subunit Epsilon,Metabolism of proteins,"This gene encodes one of five subunits of eukaryotic translation initiation factor 2B (EIF2B), a GTP exchange factor for eukaryotic initiation factor 2 and an essential regulator for protein synthesis. Mutations in this gene and the genes encoding other EIF2B subunits have been associated with leukoencephalopathy with vanishing white matter. [provided by RefSeq, Nov 2009].",PROTAC_degrader; small_molecule,Structure with Ligand,CACH syndrome(0.841); leukoencephalopathy with vanishing white matter(0.772); leukoencephalopathy with vanishing white matter 1(0.742); leukoencephalopathy with vanishing white matter 5(0.698); ovarioleukodystrophy(0.625),-0.6134,-1.0592,-1.1719,False,True,tolerant,0.1647,0.544,0,False,,rpe1-essential(DepMap -1.1),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.70 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.6134, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: CACH syndrome(0.841); leukoencephalopathy with vanishing white matter(. E[N]=5.707 (|Δ|anchor 0.659; E[N] non-discriminative for class — see stats).",0
52,EIF2B1,0.8444,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6744,0.0,False,True,0.8244,MTOR,0.6744,6.562,0.8051,4.9705,399,7.0,1,0.196,True,Tbio,Unclassified protein,Eukaryotic initiation factor 2B subunits alpha/beta/delta; Initiation factor 2B-related,Metabolism of proteins,"Acts as a component of the translation initiation factor 2B (eIF2B) complex, which catalyzes the exchange of GDP for GTP on eukaryotic initiation factor 2 (eIF2) gamma subunit .",PROTAC_degrader; antibody; small_molecule,Structure with Ligand; Med-Quality Pocket,,-0.8863,-0.8025,-0.7245,False,False,tolerant,0.0,1.06,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.67 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.8863, LoF-tolerant, no OT liability/boxed warning. E[N]=6.562 (|Δ|anchor 0.196; E[N] non-discriminative for class — see stats).",0
53,LARS,0.8442,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6742,0.0,False,True,0.8242,MTOR,0.6742,6.559,0.7971,7.8206,703,6.5,0,0.193,True,,Enzyme; Ligase,,,,,Structure with Ligand; High-Quality Ligand; Med-Quality Pocket; Druggable Family,,,,,False,False,tolerant,0.0,0.787,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.67 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.559 (|Δ|anchor 0.193; E[N] non-discriminative for class — see stats).",0
54,LAMTOR1,0.839,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.439,0.963,True,True,1.0705,MTOR,0.439,6.98,0.7038,1.7199,50,7.0,0,0.614,False,Tbio,,LAMTOR1/MEH1,Autophagy,"Key component of the Ragulator complex, a multiprotein complex involved in amino acid sensing and activation of mTORC1, a signaling complex promoting cell growth in response to growth factors, energy levels, and amino acids .",PROTAC_degrader; antibody; small_molecule,Structure with Ligand,multiple sclerosis(0.342),0.1081,-0.231,-0.1261,False,False,tolerant,0.1863,0.796,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.44 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. STRING-adjacent+same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect 0.1081, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: multiple sclerosis(0.342). E[N]=6.98 (|Δ|anchor 0.614; E[N] non-discriminative for class — see stats).",0
55,DDX24,0.837,RPL8,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.862,0.6713,0.451,True,True,1.0468,RPL8,0.6713,7.732,0.7695,5.2819,573,7.0,0,0.13,True,Tbio,Enzyme; Hydrolase,,,"DEAD box proteins, characterized by the conserved motif Asp-Glu-Ala-Asp (DEAD), are putative RNA helicases. They are implicated in a number of cellular processes involving alteration of RNA secondary structure such as translation initiation, nuclear and mitochondrial splicing, and ribosome and spliceosome assembly. Based on their distribution patterns, some members of this family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. This gene encodes a DEAD box protein, which shows little similarity to any of the other known human DEAD box proteins, but shows a high similarity to mouse Ddx24 at the amino acid level. [provided by RefSeq, Jul 2008].",PROTAC_degrader,,neurodegenerative disease(0.414); amino acid metabolism disease(0.251); hepatocellular carcinoma(0.086); lung cancer(0.076); lung carcinoma(0.075),-0.6965,-1.3629,-1.6864,False,True,tolerant,0.8657,0.521,0,False,,rpe1-essential(DepMap -1.4),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.67 to nearest approved anchor RPL8 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL8 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.6965, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.414); amino acid metabolism disease(0.251). E[N]=7.732 (|Δ|anchor 0.13; E[N] non-discriminative for class — see stats).",6
56,NOL12,0.8334,RPL23A,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Cellular responses to stimuli,7.768,0.6668,0.634,True,True,1.1338,RPL23A,0.6668,7.889,0.843,3.8071,328,8.0,0,0.121,True,Tbio,,Nucleolar protein 12,Metabolism of RNA,Multifunctional RNA binding protein that plays a role in RNA metabolism and DNA maintenance.,PROTAC_degrader,,Burkitt lymphoma(0.004),-0.8023,-0.7035,-0.7217,False,False,tolerant,0.0,1.369,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.67 to nearest approved anchor RPL23A [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL23A (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.8023, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: Burkitt lymphoma(0.004). E[N]=7.889 (|Δ|anchor 0.121; E[N] non-discriminative for class — see stats).",6
57,COX7C,0.8291,NDUFAB1,complex_level,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,Metabolism,6.581,0.5989,0.928,True,True,1.2129,NDUFAB1,0.5989,6.565,0.4519,2.8463,210,5.0,0,0.016,True,Tbio,,Cytochrome c oxidase subunit VIIc,Cellular responses to stimuli,"Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation.",PROTAC_degrader; antibody; small_molecule,Structure with Ligand,autoimmune disorder of central nervous system(0.37); multiple sclerosis(0.37),-0.9181,-0.2897,-1.3255,False,False,tolerant,0.6561,1.016,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.60 to nearest approved anchor NDUFAB1 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme; Oxidoreductase. STRING-adjacent+same cluster #4. HYPOTHESIS: same class as NDUFAB1 (Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.9181, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: autoimmune disorder of central nervous system(0.37); multiple sclerosi. E[N]=6.565 (|Δ|anchor 0.016; E[N] non-discriminative for class — see stats).",4
58,IARS,0.8274,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.6774,0.0,False,True,0.8274,MTOR,0.6774,6.976,0.8283,7.0867,658,5.75,0,0.61,False,,Enzyme; Ligase,,,,,Druggable Family,,,,,False,False,tolerant,0.0,0.911,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.68 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.976 (|Δ|anchor 0.61; E[N] non-discriminative for class — see stats).",0
