rank,candidate,composite_score,nearest_approved_anchor,anchor_specificity,anchor_target_class,anchor_moa,anchor_pathway,anchor_EN,response_cosine,string_weight,string_adjacent,shared_cluster,proximity_score,nearest_anchor_inclClinical,nearest_anchor_inclClinical_cos,cand_EN,cand_halt_confidence,cand_effect_size,cand_n_de,cand_argmin_depth,cand_is_val,delta_EN_to_anchor,act_consistent_with_anchor,cand_pharos_tdl,cand_target_class,cand_protein_family,cand_pathway_family,cand_function,cand_tractability_modality,cand_ot_tractability_sm,cand_immune_disease_assoc,depmap_geneEffect_k562,depmap_geneEffect_rpe1,depmap_geneEffect_THP1,depmap_essential_k562,depmap_essential_rpe1,lof_constraint_flag,gnomad_pli,gnomad_loeuf,n_safety_events,fda_boxed_warning,ot_safety_liabilities,safety_flag_v2,user_annotation_present,strongly_essential_thisline,lof_tolerant,low_liability,safety_pass,rationale,cluster
730,RBBP8,0.219,SEM1,complex_level,,26S proteasome inhibitor,Cell Cycle,6.365,0.3606,0.668,True,True,0.8446,SEM1,0.3606,6.111,0.3803,4.0131,440,7.0,0,0.254,True,Tbio,,DNA endonuclease RBBP8-like,DNA Repair,"The protein encoded by this gene is a ubiquitously expressed nuclear protein. It is found among several proteins that bind directly to retinoblastoma protein, which regulates cell proliferation. This protein complexes with transcriptional co-repressor CTBP. It is also associated with BRCA1 and is thought to modulate the functions of BRCA1 in transcriptional regulation, DNA repair, and/or cell cycle checkpoint control. It is suggested that this gene may itself be a tumor suppressor acting in the same pathway as BRCA1. Three transcript variants encoding two different isoforms have been found for this gene. More transcript variants exist, but their full-length natures have not been determined. [provided by RefSeq, Jul 2008].",PROTAC_degrader,,Jawad syndrome(0.745); Seckel syndrome 2(0.693); Seckel syndrome(0.556); cancer(0.549); hereditary disease(0.471),-1.2423,-0.9805,-0.8601,True,False,tolerant,0.0,0.981,0,False,,k562-essential(DepMap -1.2),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.36 to nearest approved anchor SEM1 [complex-level anchor (drug hits whole machine, not this gene)]. STRING-adjacent+same cluster #1. HYPOTHESIS: same class as SEM1 (26S proteasome inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.2423 (essential in hematopoietic proxy). Immune/disease assoc: Jawad syndrome(0.745); Seckel syndrome 2(0.693); Seckel syndrome(0.556. E[N]=6.111 (|Δ|anchor 0.254; E[N] non-discriminative for class — see stats).",1
731,ARGLU1,0.2187,SEM1,complex_level,,26S proteasome inhibitor,Cell Cycle,6.365,0.3548,0.0,False,False,0.3548,NCBP2,0.1364,6.821,0.6254,3.9852,396,7.0,1,0.456,True,Tbio,Unclassified protein,Arginine and glutamate-rich protein 1,,Dual function regulator of gene expression; regulator of transcription and modulator of alternative splicing .,PROTAC_degrader,,,-0.6362,-0.7404,-0.9334,False,False,constrained,0.9995,0.396,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.35 to nearest approved anchor SEM1 [complex-level anchor (drug hits whole machine, not this gene)]. HYPOTHESIS: same class as SEM1 (26S proteasome inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.6362). E[N]=6.821 (|Δ|anchor 0.456; E[N] non-discriminative for class — see stats).",3
732,DDX51,0.2185,RPL26,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.803,0.609,0.0,False,True,0.759,RPL26,0.609,7.67,0.7306,2.949,197,7.25,0,0.133,True,Tdark,,,,"Enables RNA binding activity. Predicted to be involved in rRNA processing. Located in membrane. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader,,neurodegenerative disease(0.443); deficiency anemia(0.116); esophageal squamous cell carcinoma(0.071); Alzheimer disease(0.059); arthropathy(0.056),-1.0,-1.3435,-1.172,False,True,tolerant,0.0,1.265,0,False,,rpe1-essential(DepMap -1.3),True,True,True,True,False,"Undrugged (TDL=Tdark). Response-cosine 0.61 to nearest approved anchor RPL26 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. same cluster #6. HYPOTHESIS: same class as RPL26 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.0 (essential in hematopoietic proxy). Immune/disease assoc: neurodegenerative disease(0.443); deficiency anemia(0.116); esophageal. E[N]=7.67 (|Δ|anchor 0.133; E[N] non-discriminative for class — see stats).",6
733,LSM4,0.2184,RPL36,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.718,0.3516,0.41,True,False,0.5566,NCBP1,0.3057,7.046,0.9083,6.2906,711,7.0,0,0.672,False,Tbio,,"Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3",Metabolism of RNA,"This gene encodes a member of the LSm family of RNA-binding proteins. LSm proteins form stable heteromers that bind specifically to the 3'-terminal oligo(U) tract of U6 snRNA and may play a role in pre-mRNA splicing by mediating U4/U6 snRNP formation. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2011].",PROTAC_degrader; small_molecule,Structure with Ligand,neurodegenerative disease(0.522); metabolic syndrome(0.247); Varicose veins(0.193); obstructive sleep apnea syndrome(0.187); cardiac arrhythmia(0.185),-1.3872,-1.2086,-1.4007,True,True,tolerant,0.0004,1.026,0,False,,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.2),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.35 to nearest approved anchor RPL36 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent. HYPOTHESIS: same class as RPL36 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.3872 (essential in hematopoietic proxy). Immune/disease assoc: neurodegenerative disease(0.522); metabolic syndrome(0.247); Varicose . E[N]=7.046 (|Δ|anchor 0.672; E[N] non-discriminative for class — see stats).",3
734,POLR3H,0.2179,RPS24,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.98,0.2781,0.51,True,False,0.5331,RPS24,0.2781,6.981,0.5396,3.7764,354,7.0,1,0.001,True,Tbio,,"DNA-directed RNA polymerase, subunit E/RPC8; RNA polymerase subunit Rpb7-like",Gene expression (Transcription),DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates .,PROTAC_degrader; small_molecule,Structure with Ligand,asthma(0.153),-2.1702,-1.7847,-1.9357,True,True,tolerant,0.0019,0.937,0,False,,k562-essential(DepMap -2.2); rpe1-essential(DepMap -1.8),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.28 to nearest approved anchor RPS24 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent. HYPOTHESIS: same class as RPS24 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -2.1702 (essential in hematopoietic proxy). Immune/disease assoc: asthma(0.153). E[N]=6.981 (|Δ|anchor 0.001; E[N] non-discriminative for class — see stats).",0
735,GEMIN5,0.2169,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.4769,0.0,False,False,0.4769,NCBP1,0.4158,6.996,0.9317,5.1244,536,7.0,0,0.63,False,Tbio,Unclassified protein,Gem-associated protein 5,Metabolism of RNA,"This gene encodes a WD repeat protein that is a component of the survival of motor neurons (SMN) complex. The SMN complex plays a critical role in mRNA splicing through the assembly of spliceosomal small nuclear ribonucleoproteins (snRNPs), and may also mediate the assembly and transport of other classes of ribonucleoproteins. The encoded protein is the snRNA-binding component of the SMN complex. Dysregulation of this gene may play a role in alternative mRNA splicing and tumor cell motility. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2011].",PROTAC_degrader; small_molecule,Structure with Ligand,neurodevelopmental disorder with cerebellar atrophy and motor dysfunction(0.819); hereditary disease(0.505); neurodegenerative disease(0.463); autosomal recessive non-syndromic intellectual disability(0.37); alcohol drinking(0.367),-1.6733,-2.1029,-2.3766,True,True,tolerant,0.0,0.839,0,False,,k562-essential(DepMap -1.7); rpe1-essential(DepMap -2.1),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.48 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.6733 (essential in hematopoietic proxy). Immune/disease assoc: neurodevelopmental disorder with cerebellar atrophy and motor dysfunct. E[N]=6.996 (|Δ|anchor 0.63; E[N] non-discriminative for class — see stats).",3
736,ATP6V1G1,0.2165,NDUFAB1,complex_level,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,Metabolism,6.581,0.3445,0.422,True,False,0.5555,ATP2A2,0.4407,5.91,0.1221,3.7617,319,6.0,0,0.671,False,Tbio,Unclassified protein,Vacuolar (H+)-ATPase G subunit,Transport of small molecules,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A, three B, and two G subunits, as well as a C, D, E, F, and H subunit. The V1 domain contains the ATP catalytic site. The protein encoded by this gene is one of three V1 domain G subunit proteins. Pseudogenes of this gene have been characterized. [provided by RefSeq, Jul 2008].",PROTAC_degrader; antibody; small_molecule,Structure with Ligand,arthropathy(0.181); nervous system disorder(0.146); metabolic syndrome(0.074); glioblastoma(0.062); hepatocellular carcinoma(0.056),-1.2656,-0.9923,-2.1425,True,False,tolerant,0.0,1.921,0,False,,k562-essential(DepMap -1.3),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.34 to nearest approved anchor NDUFAB1 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme; Oxidoreductase. STRING-adjacent. HYPOTHESIS: same class as NDUFAB1 (Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.2656 (essential in hematopoietic proxy). Immune/disease assoc: arthropathy(0.181); nervous system disorder(0.146); metabolic syndrome. E[N]=5.91 (|Δ|anchor 0.671; E[N] non-discriminative for class — see stats).",8
737,MRPS5,0.2159,RPS20,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.087,0.1711,0.945,True,True,0.7936,RPS20,0.1711,6.683,0.4896,2.2112,77,7.5,1,0.404,True,Tbio,,Small ribosomal subunit protein uS5,Metabolism of proteins,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,PROTAC_degrader; small_molecule,Structure with Ligand,,-1.0351,-0.2336,-0.535,True,False,tolerant,0.0,0.829,0,False,,k562-essential(DepMap -1.0),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.17 to nearest approved anchor RPS20 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #7. HYPOTHESIS: same class as RPS20 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.0351 (essential in hematopoietic proxy). E[N]=6.683 (|Δ|anchor 0.404; E[N] non-discriminative for class — see stats).",7
738,TWF1,0.2156,HDAC3,specific,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,Histone deacetylase 3 inhibitor,Cellular responses to stimuli,6.557,0.0456,0.0,False,True,0.1956,CLK2,0.0479,6.13,0.1657,0.7976,2,5.75,0,0.427,True,Tbio,,Twinfilin,Sensory Perception,Actin-binding protein involved in motile and morphological processes.,PROTAC_degrader; small_molecule,Structure with Ligand,,-0.2742,-0.5314,-0.2414,False,False,tolerant,0.8525,0.602,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.05 to nearest approved anchor HDAC3 [specific drug target], class Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I. same cluster #2. HYPOTHESIS: same class as HDAC3 (Histone deacetylase 3 inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.2742, LoF-tolerant, no OT liability/boxed warning. E[N]=6.13 (|Δ|anchor 0.427; E[N] non-discriminative for class — see stats).",2
739,RSRC2,0.2149,PSMB5,complex_level,Enzyme; Protease; Threonine protease; Threonine protease PBT clan; Threonine protease T1A subfamily,20S proteasome inhibitor; 26S proteasome inhibitor,Cell Cycle,5.306,0.0337,0.419,True,True,0.3932,PSMB5,0.0337,6.361,0.4455,3.5424,376,8.0,0,1.055,False,Tdark,,RSRC2 family,,"Enables RNA binding activity. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader,,"osteoarthritis, knee(0.14); osteoarthritis(0.106)",-0.4045,-0.5732,-0.1984,False,False,constrained,1.0,0.135,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tdark). Response-cosine 0.03 to nearest approved anchor PSMB5 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme; Protease; Threonine protease; Threonine protease PBT clan; Threonine protease T1A subfamily. STRING-adjacent+same cluster #1. HYPOTHESIS: same class as PSMB5 (20S proteasome inhibitor; 26S proteasome inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.4045). Immune/disease assoc: osteoarthritis, knee(0.14); osteoarthritis(0.106). E[N]=6.361 (|Δ|anchor 1.055; E[N] non-discriminative for class — see stats).",1
740,MSL1,0.2145,PPIA,specific,Enzyme; Isomerase,Cyclophilin A inhibitor; Cyclophilin A modulator,Disease,6.193,0.1778,0.0,False,True,0.3278,PPIA,0.1778,6.011,0.182,2.6969,157,8.0,1,0.182,True,Tbio,Unclassified protein,Protein male-specific lethal-1,Chromatin organization,"Non-catalytic component of the MSL histone acetyltransferase complex, a multiprotein complex that mediates the majority of histone H4 acetylation at 'Lys-16' (H4K16ac), an epigenetic mark that prevents chromatin compaction .",PROTAC_degrader,,"osteoarthritis, knee(0.033)",-0.3108,-0.7758,-0.268,False,False,constrained,0.9748,0.503,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.18 to nearest approved anchor PPIA [specific drug target], class Enzyme; Isomerase. same cluster #0. HYPOTHESIS: same class as PPIA (Cyclophilin A inhibitor; Cyclophilin A modulator) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.3108). Immune/disease assoc: osteoarthritis, knee(0.033). E[N]=6.011 (|Δ|anchor 0.182; E[N] non-discriminative for class — see stats).",0
741,SET,0.2139,NPM1,specific,Other nuclear protein,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; Hepatocyte growth factor receptor inhibitor; Macrophage-stimulating protein receptor inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor; Proto-oncogene tyrosine-protein kinase ROS inhibitor,Cell Cycle,5.17,0.027,0.707,True,False,0.3805,PPP2CA,0.0098,5.276,0.0914,3.4666,199,7.0,0,0.106,True,Tbio,Unclassified protein,Nucleosome assembly protein,Cell Cycle,"Multitasking protein, involved in apoptosis, transcription, nucleosome assembly and histone chaperoning.",PROTAC_degrader,,T-cell acute lymphoblastic leukemia(0.374); acute myeloid leukemia(0.304); B-cell acute lymphoblastic leukemia(0.279); acute leukemia of ambiguous lineage(0.277),-0.0575,-0.269,0.0431,False,False,constrained,0.9997,0.167,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.03 to nearest approved anchor NPM1 [specific drug target], class Other nuclear protein. STRING-adjacent. HYPOTHESIS: same class as NPM1 (ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; Hepatocyte growth factor receptor inhibitor; Macrophage-stimulating protein receptor inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor; Proto-oncogene tyrosine-protein kinase ROS inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.0575). Immune/disease assoc: T-cell acute lymphoblastic leukemia(0.374); acute myeloid leukemia(0.3. E[N]=5.276 (|Δ|anchor 0.106; E[N] non-discriminative for class — see stats).",3
742,WAC,0.2137,PSMD13,complex_level,Enzyme,26S proteasome inhibitor,Signal Transduction,5.802,0.2459,0.0,False,True,0.3959,NCBP2,0.1943,6.222,0.3431,4.0226,423,7.0,1,0.42,True,Tbio,,WW domain-containing adapter protein with coiled-coil,Metabolism of proteins,Acts as a linker between gene transcription and histone H2B monoubiquitination at 'Lys-120' (H2BK120ub1) .,PROTAC_degrader,,,-0.4228,-0.0409,-0.8686,False,False,constrained,1.0,0.248,0,False,,LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.25 to nearest approved anchor PSMD13 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme. same cluster #1. HYPOTHESIS: same class as PSMD13 (26S proteasome inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.4228). E[N]=6.222 (|Δ|anchor 0.42; E[N] non-discriminative for class — see stats).",1
