rank,candidate,nearest_anchor,anchor_status,anchor_target_class,anchor_moa,anchor_drugs,response_cosine,string_adjacent,string_score_to_anchor,shared_cluster,cluster,n_anchors_string_adjacent,n_anchors_shared_cluster,fused_proximity,cand_EN,anchor_EN,delta_EN,abs_delta_EN,cand_halt_conf,cand_effect_size,cand_n_de,cand_argmin_depth,cand_oracle_rstar,min_geneEffect,depmap_geneEffect_k562,depmap_essential_k562,depmap_geneEffect_rpe1,depmap_essential_rpe1,user_depmap_essentiality,likely_toxic_to_inhibit,gnomad_pli,gnomad_loeuf,lof_constraint_flag,ot_safety_liabilities,n_safety_events,fda_boxed_warning_flag,safety_flag_v2,passes_safety_filter,user_immune_disease_assoc,user_pharos_tdl,user_tractability_modality,user_annotation_present,user_function,target_class,user_protein_class_family,user_pathway_family,proximity_component,safety_penalty,act_consistency_bonus,composite_score,rationale,act_note
83,EPRS,PSMC5,approved_target,Enzyme,26S proteasome inhibitor,APPROVED: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE | CANDIDATES: OPROZOMIB[P2],0.5921,False,0.0,True,2,0,11,0.6921,7.396,7.702,-0.306,0.306,0.5512,8.0205,688,7.75,7.75,,,False,,False,,False,0.0199,0.549,tolerant,NOT_FOUND,0,False,no strong safety flag,True,,,,False,,Enzyme,,,0.7921,0.0,0.0465,0.8386,Undrugged; transcriptionally similar (cos=0.59); same cluster 2 to approved/clinical target PSMC5 [Enzyme] → hypothesis: same target class as PSMC5. Per-line essentiality unknown.,E[N]=7.40 vs anchor 7.70 (|Δ|=0.31); halt_conf=0.55. ACT axis redundant for target-class call in this line.
84,GABPB1,TUBA1B,approved_target,Structural protein,B-cell antigen receptor complex-associated protein beta chain binding agent; B-lymphocyte antigen CD19 binding agent; CD166 antigen binding agent; CD22 binding agent; CD44 antigen binding agent; CD70 antigen binding agent; Carcinoembryonic antigen-related cell adhesion molecule 5 binding agent; Choline transporter-like protein 4 binding agent; Coagulation factor III binding agent; Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 binding agent; Endothelin receptor ET-B binding agent; Epidermal growth factor receptor binding agent; Epidermal growth factor receptor erbB1 binding agent; Fc receptor-like protein 5 binding agent; Fibroblast growth factor receptor 2 binding agent; Folate receptor alpha binding agent; Glutamate carboxypeptidase II binding agent; Heat-stable enterotoxin receptor binding agent; Hepatocyte growth factor receptor binding agent; Lymphocyte antigen 6E binding agent; Mesothelin binding agent; Metalloreductase STEAP1 binding agent; Mucin-1 binding agent; Mucin-16 binding agent; Myeloid cell surface antigen CD33 binding agent; Nectin-4 binding agent; Neural cell adhesion molecule 1 binding agent; Prolow-density lipoprotein receptor-related protein 1 binding agent; Receptor protein-tyrosine kinase erbB-2 binding agent; Receptor tyrosine-protein kinase erbB-2 binding agent; SLAM family member 7 binding agent; Sodium-dependent phosphate transport protein 2B binding agent; Syndecan-1 binding agent; Teratocarcinoma-derived growth factor 1 binding agent; Transmembrane glycoprotein NMB binding agent; Trophoblast glycoprotein binding agent; Tubulin disrupting agent; Tubulin inhibitor; Tubulin stabiliser; Tumor necrosis factor receptor superfamily member 17 binding agent; Tumor necrosis factor receptor superfamily member 8 binding agent; Tyrosine-protein kinase receptor UFO binding agent; Vitronectin receptor alpha binding agent; Zinc transporter ZIP6 binding agent,NOT_FETCHED,0.333,True,0.822,True,3,1,8,0.844,6.266,6.392,-0.126,0.126,0.2596,5.4189,544,8.0,8.0,-0.728,-0.5577,False,-0.7284,False,not_common_essential; mean_geneEffect=-0.472,False,0.6452,0.598,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader,True,Transcription factor capable of interacting with purine rich repeats (GA repeats) .,NOT_FOUND,Ankyrin Repeat and SOCS Box,Organelle biogenesis and maintenance,0.7796,0.0,0.0486,0.8282,Undrugged; moderate response similarity (cos=0.33); STRING-adjacent (score=0.82); same cluster 3 to approved/clinical target TUBA1B [Structural protein] → hypothesis: same target class as TUBA1B. Not strongly essential in-line (min geneEffect=-0.73).,E[N]=6.27 vs anchor 6.39 (|Δ|=0.13); halt_conf=0.26. ACT axis redundant for target-class call in this line.
85,MARS,PSMC5,approved_target,Enzyme,26S proteasome inhibitor,APPROVED: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE | CANDIDATES: OPROZOMIB[P2],0.5849,False,0.0,True,2,0,11,0.6849,7.011,7.702,-0.691,0.691,0.4056,6.4425,549,7.5,7.5,,,False,,False,,False,0.0,0.777,tolerant,NOT_FOUND,0,False,no strong safety flag,True,,,,False,,Enzyme; Ligase,,,0.7849,0.0,0.0422,0.8271,Undrugged; transcriptionally similar (cos=0.58); same cluster 2 to approved/clinical target PSMC5 [Enzyme] → hypothesis: same target class as PSMC5. Per-line essentiality unknown.,E[N]=7.01 vs anchor 7.70 (|Δ|=0.69); halt_conf=0.41. ACT axis redundant for target-class call in this line.
86,ISCA2,NDUFB4,approved_target,NOT_FOUND,Mitochondrial complex I (NADH dehydrogenase) inhibitor,APPROVED: METFORMIN; METFORMIN HYDROCHLORIDE | CANDIDATES: ME-344[PHASE_1_2],0.4614,True,0.401,True,5,3,8,0.7619,6.685,6.151,0.534,0.534,0.2861,2.8336,190,7.5,7.0,-0.504,-0.5042,False,-0.195,False,common_essential; mean_geneEffect=-0.699,False,0.0,1.684,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader,True,Involved in the maturation of mitochondrial 4Fe-4S proteins functioning late in the iron-sulfur cluster assembly pathway.,NOT_FOUND,FeS A-type assembly protein ATAP,Metabolism,0.7817,0.0,0.044,0.8257,Undrugged; moderate response similarity (cos=0.46); STRING-adjacent (score=0.40); same cluster 5 to approved/clinical target NDUFB4 → hypothesis: same target class as NDUFB4. Not strongly essential in-line (min geneEffect=-0.50).,E[N]=6.68 vs anchor 6.15 (|Δ|=0.53); halt_conf=0.29. ACT axis redundant for target-class call in this line.
87,TACC3,AURKA,clinical_target,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase AUR family,Serine/threonine-protein kinase Aurora-A inhibitor,NOT_FETCHED,0.3795,True,0.998,True,6,3,6,0.9785,6.61,7.128,-0.518,0.518,0.2692,3.6206,304,8.0,8.0,-0.425,-0.2268,False,-0.4251,False,see per-line columns,False,0.0,0.764,tolerant,NOT_FOUND,0,False,no strong safety flag,True,"osteoarthritis, knee(0.505); osteoarthritis, hip(0.493); total knee arthroplasty(0.455); osteoarthritis(0.424); medical procedure(0.385)",Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a member of the transforming acidic colied-coil protein family. The encoded protein is a motor spindle protein that may play a role in stabilization of the mitotic spindle. This protein may also play a role in growth a differentiation of certain cancer cells. [provided by RefSeq, Nov 2011].",Unclassified protein,TACC family,Signal Transduction,0.7789,0.0,0.0441,0.823,Undrugged; moderate response similarity (cos=0.38); STRING-adjacent (score=1.00); same cluster 6 to approved/clinical target AURKA [Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase AUR family] → hypothesis: same target class as AURKA. Not strongly essential in-line (min geneEffect=-0.42).,E[N]=6.61 vs anchor 7.13 (|Δ|=0.52); halt_conf=0.27. ACT axis redundant for target-class call in this line.
88,UFM1,FAU,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.4871,True,0.676,False,2,2,11,0.8251,6.34,7.912,-1.572,1.572,0.2365,5.2426,486,8.0,8.0,-0.266,-0.2376,False,-0.266,False,not_common_essential; mean_geneEffect=-0.626,False,0.6214,0.85,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,Ubiquitin-like modifier which can be covalently attached via an isopeptide bond to lysine residues of substrate proteins as a monomer or a lysine-linked polymer .,Unclassified protein,Ubiquitin-fold modifier 1,NOT_FOUND,0.7899,0.0,0.0322,0.8221,Undrugged; moderate response similarity (cos=0.49); STRING-adjacent (score=0.68) to approved/clinical target FAU [Other cytosolic protein] → hypothesis: same target class as FAU. Not strongly essential in-line (min geneEffect=-0.27).,E[N]=6.34 vs anchor 7.91 (|Δ|=1.57); halt_conf=0.24. ACT axis redundant for target-class call in this line.
89,NOL7,RPS4X,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.3359,True,0.817,True,4,9,7,0.8444,6.947,7.981,-1.034,1.034,0.4538,2.5439,163,8.0,8.0,-0.813,-0.5352,False,-0.813,False,common_essential; mean_geneEffect=-0.716,False,0.0,1.369,tolerant,NOT_FOUND,0,False,no strong safety flag,True,multiple sclerosis(0.189),Tbio,PROTAC_degrader; small_molecule,True,"Functions as part of the small subunit (SSU) processome, first precursor of the small eukaryotic ribosomal subunit that coordinates the first two steps of ribosome biogenesis in transcription of the primary transcript pre-RNA and pre-18S processing .",NOT_FOUND,UTP16 family,NOT_FOUND,0.781,0.0,0.0383,0.8193,Undrugged; moderate response similarity (cos=0.34); STRING-adjacent (score=0.82); same cluster 4 to approved/clinical target RPS4X [Other cytosolic protein] → hypothesis: same target class as RPS4X. Not strongly essential in-line (min geneEffect=-0.81).,E[N]=6.95 vs anchor 7.98 (|Δ|=1.03); halt_conf=0.45. ACT axis redundant for target-class call in this line.
90,GRSF1,NDUFS3,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,APPROVED: METFORMIN; METFORMIN HYDROCHLORIDE | CANDIDATES: ME-344[PHASE_1_2],0.4094,True,0.545,True,5,1,8,0.7819,6.651,6.168,0.483,0.483,0.2641,2.8018,168,8.0,8.0,-0.532,-0.5322,False,0.0092,False,not_common_essential; mean_geneEffect=-0.337,False,0.0,1.471,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader,True,"Regulator of post-transcriptional mitochondrial gene expression, required for assembly of the mitochondrial ribosome and for recruitment of mRNA and lncRNA.",NOT_FOUND,Epithelial Splicing Regulatory,Disease; Metabolism of RNA,0.7729,0.0,0.0445,0.8174,Undrugged; moderate response similarity (cos=0.41); STRING-adjacent (score=0.55); same cluster 5 to approved/clinical target NDUFS3 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFS3. Not strongly essential in-line (min geneEffect=-0.53).,E[N]=6.65 vs anchor 6.17 (|Δ|=0.48); halt_conf=0.26. ACT axis redundant for target-class call in this line.
91,EXOC7,RPS4X,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.7165,False,0.0,False,7,0,1,0.7165,3.634,7.981,-4.347,4.347,0.6098,4.1751,366,4.0,4.0,-0.43,-0.3568,False,-0.4298,False,common_essential; mean_geneEffect=-0.389,False,0.0,0.76,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; antibody,True,Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.,NOT_FOUND,Exocyst complex component Exo70,Metabolism of proteins; Organelle biogenesis and maintenance; Vesicle-mediated transport,0.8165,0.0,0.0008,0.8173,Undrugged; transcriptionally similar (cos=0.72) to approved/clinical target RPS4X [Other cytosolic protein] → hypothesis: same target class as RPS4X. Not strongly essential in-line (min geneEffect=-0.43).,E[N]=3.63 vs anchor 7.98 (|Δ|=4.35); halt_conf=0.61. ACT axis redundant for target-class call in this line.
92,SMC6,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.4685,True,0.66,True,3,3,8,0.8985,6.98,6.738,0.242,0.242,0.4166,2.9341,239,8.0,8.0,-0.571,-0.5711,False,-0.4338,False,see per-line columns,False,0.0,0.707,tolerant,NOT_FOUND,0,False,no strong safety flag,True,neurodegenerative disease(0.322); alcohol drinking(0.265); dermatophytosis(0.26); hypothyroidism(0.255); metabolic disease(0.243),Tbio,PROTAC_degrader,True,"Enables ubiquitin protein ligase binding activity. Involved in several processes, including cellular senescence; positive regulation of chromosome segregation; and telomere maintenance via recombination. Located in chromosome and nuclear body. Part of Smc5-Smc6 complex. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,NOT_FOUND,Metabolism of proteins,0.7665,0.0,0.0473,0.8138,Undrugged; moderate response similarity (cos=0.47); STRING-adjacent (score=0.66); same cluster 3 to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. Not strongly essential in-line (min geneEffect=-0.57).,E[N]=6.98 vs anchor 6.74 (|Δ|=0.24); halt_conf=0.42. ACT axis redundant for target-class call in this line.
93,MMS19,POLD1,approved_target,Enzyme; Transferase,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,NOT_FETCHED,0.4008,True,0.913,False,3,2,8,0.8573,6.604,7.666,-1.062,1.062,0.2818,2.7236,184,7.0,7.0,-0.982,-0.7502,False,-0.9823,False,common_essential; mean_geneEffect=-0.894,False,0.0,0.787,tolerant,NOT_FOUND,0,False,no strong safety flag,True,systemic-onset juvenile idiopathic arthritis(0.009),Tbio,PROTAC_degrader,True,"Key component of the cytosolic iron-sulfur protein assembly (CIA) complex, a multiprotein complex that mediates the incorporation of iron-sulfur cluster into apoproteins specifically involved in DNA metabolism and genomic integrity .",Unclassified protein,DNA repair/transcription protein MMS19,Metabolism,0.7747,0.0,0.038,0.8127,Undrugged; moderate response similarity (cos=0.40); STRING-adjacent (score=0.91) to approved/clinical target POLD1 [Enzyme; Transferase] → hypothesis: same target class as POLD1. Not strongly essential in-line (min geneEffect=-0.98).,E[N]=6.60 vs anchor 7.67 (|Δ|=1.06); halt_conf=0.28. ACT axis redundant for target-class call in this line.
94,GLE1,XPO1,approved_target,Unclassified protein,Exportin-1 inhibitor,NOT_FETCHED,0.4473,True,0.756,False,0,1,3,0.8253,6.733,7.813,-1.08,1.08,0.3861,4.6695,425,7.25,7.25,-0.85,-0.6162,False,-0.8495,False,see per-line columns,False,0.0,1.103,tolerant,NOT_FOUND,0,False,no strong safety flag,True,lethal arthrogryposis-anterior horn cell disease syndrome(0.745); lethal congenital contracture syndrome 1(0.704); Lethal arthrogryposis - anterior horn cell disease(0.637); Lethal congenital contracture syndrome type 1(0.464); amyotrophic lateral sclerosis(0.413),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a predicted 75-kDa polypeptide with high sequence and structure homology to yeast Gle1p, which is nuclear protein with a leucine-rich nuclear export sequence essential for poly(A)+RNA export. Inhibition of human GLE1L by microinjection of antibodies against GLE1L in HeLa cells resulted in inhibition of poly(A)+RNA export. Immunoflourescence studies show that GLE1L is localized at the nuclear pore complexes. This localization suggests that GLE1L may act at a terminal step in the export of mature RNA messages to the cytoplasm. Two alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008].",NOT_FOUND,mRNA export factor GLE1-like,Metabolism of RNA,0.7741,0.0,0.0378,0.8119,Undrugged; moderate response similarity (cos=0.45); STRING-adjacent (score=0.76) to approved/clinical target XPO1 → hypothesis: same target class as XPO1. Not strongly essential in-line (min geneEffect=-0.85).,E[N]=6.73 vs anchor 7.81 (|Δ|=1.08); halt_conf=0.39. ACT axis redundant for target-class call in this line.
95,TARS2,NDUFA3,approved_target,NOT_FOUND,Mitochondrial complex I (NADH dehydrogenase) inhibitor,APPROVED: METFORMIN; METFORMIN HYDROCHLORIDE | CANDIDATES: ME-344[PHASE_1_2],0.5691,False,0.0,True,5,4,8,0.6691,6.15,7.254,-1.104,1.104,0.3695,3.8029,368,6.0,6.0,-0.974,-0.9741,False,-0.1341,False,common_essential; mean_geneEffect=-0.726,False,0.0,0.76,tolerant,NOT_FOUND,0,False,no strong safety flag,True,multiple sclerosis(0.503); autoimmune disorder of central nervous system(0.462),Tbio,PROTAC_degrader,True,Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction: threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr).,Enzyme; Ligase,"Threonine-tRNA ligase, class IIa",Metabolism of proteins,0.7691,0.0,0.0375,0.8066,Undrugged; transcriptionally similar (cos=0.57); same cluster 5 to approved/clinical target NDUFA3 → hypothesis: same target class as NDUFA3. Not strongly essential in-line (min geneEffect=-0.97).,E[N]=6.15 vs anchor 7.25 (|Δ|=1.10); halt_conf=0.37. ACT axis redundant for target-class call in this line.
96,MED21,POLA1,approved_target,Enzyme; Transferase,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,NOT_FETCHED,0.6783,False,0.0,False,7,1,1,0.6783,5.466,7.722,-2.256,2.256,0.3874,5.5782,604,5.75,5.75,-0.797,-0.7968,False,-0.6364,False,see per-line columns,False,0.2973,0.873,tolerant,NOT_FOUND,0,False,no strong safety flag,True,neurodegenerative disease(0.51); mathematical ability(0.042); diabetes mellitus(0.022); neoplasm(0.022); alcohol drinking(0.021),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a member of the mediator complex subunit 21 family. The encoded protein interacts with the human RNA polymerase II holoenzyme and is involved in transcriptional regulation of RNA polymerase II transcribed genes. A pseudogene of this gene is located on chromosome 8. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2012].",NOT_FOUND,"Mediator complex, subunit Med21",Developmental Biology; Metabolism; Disease,0.7783,0.0,0.0245,0.8028,Undrugged; transcriptionally similar (cos=0.68) to approved/clinical target POLA1 [Enzyme; Transferase] → hypothesis: same target class as POLA1. Not strongly essential in-line (min geneEffect=-0.80).,E[N]=5.47 vs anchor 7.72 (|Δ|=2.26); halt_conf=0.39. ACT axis redundant for target-class call in this line.
97,BARD1,CHEK1,clinical_target,Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily,Serine/threonine-protein kinase Chk1 inhibitor,NOT_FETCHED,0.3781,True,0.895,True,6,9,6,0.9256,6.577,6.569,0.008,0.008,0.2781,2.7033,207,7.25,7.25,-0.872,-0.0923,False,-0.8722,False,see per-line columns,False,0.0,1.087,tolerant,NOT_FOUND,0,False,no strong safety flag,True,Hereditary breast cancer(0.693); hereditary breast carcinoma(0.693); BARD1-related cancer predisposition(0.656); breast cancer(0.655); susceptibility to breast cancer(0.6),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a protein which interacts with the N-terminal region of BRCA1. In addition to its ability to bind BRCA1 in vivo and in vitro, it shares homology with the 2 most conserved regions of BRCA1: the N-terminal RING motif and the C-terminal BRCT domain. The RING motif is a cysteine-rich sequence found in a variety of proteins that regulate cell growth, including the products of tumor suppressor genes and dominant protooncogenes. This protein also contains 3 tandem ankyrin repeats. The BARD1/BRCA1 interaction is disrupted by tumorigenic amino acid substitutions in BRCA1, implying that the formation of a stable complex between these proteins may be an essential aspect of BRCA1 tumor suppression. This protein may be the target of oncogenic mutations in breast or ovarian cancer. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2013].",NOT_FOUND,NOT_FOUND,DNA Repair; Disease; Gene expression (Transcription); Metabolism of proteins; Cell Cycle,0.7466,0.0,0.0499,0.7965,Undrugged; moderate response similarity (cos=0.38); STRING-adjacent (score=0.90); same cluster 6 to approved/clinical target CHEK1 [Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily] → hypothesis: same target class as CHEK1. Not strongly essential in-line (min geneEffect=-0.87).,E[N]=6.58 vs anchor 6.57 (|Δ|=0.01); halt_conf=0.28. ACT axis redundant for target-class call in this line.
98,EIF2B1,NDUFA3,approved_target,NOT_FOUND,Mitochondrial complex I (NADH dehydrogenase) inhibitor,APPROVED: METFORMIN; METFORMIN HYDROCHLORIDE | CANDIDATES: ME-344[PHASE_1_2],0.6518,False,0.0,False,2,1,11,0.6518,6.739,7.254,-0.515,0.515,0.3826,5.1872,415,6.75,5.5,-0.886,-0.8863,False,-0.8025,False,common_essential; mean_geneEffect=-0.899,False,0.0,1.06,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,True,"Acts as a component of the translation initiation factor 2B (eIF2B) complex, which catalyzes the exchange of GDP for GTP on eukaryotic initiation factor 2 (eIF2) gamma subunit .",Unclassified protein,Eukaryotic initiation factor 2B subunits alpha/beta/delta; Initiation factor 2B-related,Metabolism of proteins,0.7518,0.0,0.0442,0.796,Undrugged; transcriptionally similar (cos=0.65) to approved/clinical target NDUFA3 → hypothesis: same target class as NDUFA3. Not strongly essential in-line (min geneEffect=-0.89).,E[N]=6.74 vs anchor 7.25 (|Δ|=0.52); halt_conf=0.38. ACT axis redundant for target-class call in this line.
99,GYG1,RPS27A,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.3992,True,0.52,True,9,2,9,0.7592,6.702,7.979,-1.277,1.277,0.2809,2.525,145,6.25,6.25,-0.106,0.0083,False,-0.1057,False,not_common_essential; mean_geneEffect=-0.076,False,0.0,1.384,tolerant,NOT_FOUND,0,False,no strong safety flag,True,allergic contact dermatitis(0.287),Tbio,PROTAC_degrader; antibody; small_molecule,True,Glycogenin participates in the glycogen biosynthetic process along with glycogen synthase and glycogen branching enzyme.,NOT_FOUND,"Glycosyl transferase, family 8; GNT1/Glycosyltransferase 8",Disease; Immune System; Metabolism,0.7552,0.0,0.0356,0.7908,Undrugged; moderate response similarity (cos=0.40); STRING-adjacent (score=0.52); same cluster 9 to approved/clinical target RPS27A [Other cytosolic protein] → hypothesis: same target class as RPS27A. Not strongly essential in-line (min geneEffect=-0.11).,E[N]=6.70 vs anchor 7.98 (|Δ|=1.28); halt_conf=0.28. ACT axis redundant for target-class call in this line.
100,TARS,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.6434,False,0.0,False,2,0,11,0.6434,7.134,6.689,0.445,0.445,0.4718,4.7214,447,7.75,7.75,,,False,,False,,False,0.0,0.707,tolerant,NOT_FOUND,0,False,no strong safety flag,True,,,,False,,Enzyme; Ligase,,,0.7434,0.0,0.045,0.7884,Undrugged; transcriptionally similar (cos=0.64) to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Per-line essentiality unknown.,E[N]=7.13 vs anchor 6.69 (|Δ|=0.45); halt_conf=0.47. ACT axis redundant for target-class call in this line.
101,VPS41,RPS21,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,APPROVED: ATALUREN | CANDIDATES: CITATUZUMAB BOGATOX[P1]; ELX-02[P2]; MT-3724[P2]; ZOLIMOMAB ARITOX[P2],0.4893,True,0.544,False,3,1,8,0.7613,6.279,7.796,-1.517,1.517,0.1865,3.0109,218,6.0,6.0,-0.736,-0.7355,False,-0.4455,False,common_essential; mean_geneEffect=-0.773,False,0.0,0.904,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; antibody,True,Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways.,NOT_FOUND,Vacuolar protein sorting-associated protein 41; Vacuolar protein sorting-associated protein Vps41/Vps8,Disease,0.7525,0.0,0.0328,0.7853,Undrugged; moderate response similarity (cos=0.49); STRING-adjacent (score=0.54) to approved/clinical target RPS21 [Other cytosolic protein] → hypothesis: same target class as RPS21. Not strongly essential in-line (min geneEffect=-0.74).,E[N]=6.28 vs anchor 7.80 (|Δ|=1.52); halt_conf=0.19. ACT axis redundant for target-class call in this line.
102,OSTC,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.4055,True,0.441,True,3,19,8,0.726,7.025,7.991,-0.966,0.966,0.4372,3.3538,291,8.0,8.0,-0.735,-0.519,False,-0.7352,False,common_essential; mean_geneEffect=-0.617,False,0.0005,1.501,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,True,Subunit of STT3A-containing oligosaccharyl transferase (OST-A) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide c,Unclassified protein,MAGT1/OST3/OST6; Oligosaccharyltransferase complex subunit OSTC,Cell-Cell communication; Disease; Immune System; Metabolism of proteins,0.7378,0.0,0.0391,0.7769,Undrugged; moderate response similarity (cos=0.41); STRING-adjacent (score=0.44); same cluster 3 to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. Not strongly essential in-line (min geneEffect=-0.73).,E[N]=7.03 vs anchor 7.99 (|Δ|=0.97); halt_conf=0.44. ACT axis redundant for target-class call in this line.
103,CENPT,NPM1,approved_target,Other nuclear protein,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; Hepatocyte growth factor receptor inhibitor; Macrophage-stimulating protein receptor inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor; Proto-oncogene tyrosine-protein kinase ROS inhibitor,APPROVED: CERITINIB; CRIZOTINIB,0.3499,True,0.595,True,4,2,7,0.7474,6.438,7.163,-0.725,0.725,0.2271,2.5536,141,8.0,8.0,-0.616,-0.5255,False,-0.6161,False,common_essential; mean_geneEffect=-0.736,False,0.0,0.917,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader,True,"Component of the CENPA-NAC (nucleosome-associated) complex, a complex that plays a central role in assembly of kinetochore proteins, mitotic progression and chromosome segregation.",NOT_FOUND,Centromere protein T,Cell Cycle; Signal Transduction,0.7284,0.0,0.0418,0.7702,Undrugged; moderate response similarity (cos=0.35); STRING-adjacent (score=0.59); same cluster 4 to approved/clinical target NPM1 [Other nuclear protein] → hypothesis: same target class as NPM1. Not strongly essential in-line (min geneEffect=-0.62).,E[N]=6.44 vs anchor 7.16 (|Δ|=0.72); halt_conf=0.23. ACT axis redundant for target-class call in this line.
