rank,candidate,nearest_anchor,anchor_status,anchor_target_class,anchor_moa,anchor_drugs,response_cosine,string_adjacent,string_score_to_anchor,shared_cluster,cluster,n_anchors_string_adjacent,n_anchors_shared_cluster,fused_proximity,cand_EN,anchor_EN,delta_EN,abs_delta_EN,cand_halt_conf,cand_effect_size,cand_n_de,cand_argmin_depth,cand_oracle_rstar,min_geneEffect,depmap_geneEffect_k562,depmap_essential_k562,depmap_geneEffect_rpe1,depmap_essential_rpe1,user_depmap_essentiality,likely_toxic_to_inhibit,gnomad_pli,gnomad_loeuf,lof_constraint_flag,ot_safety_liabilities,n_safety_events,fda_boxed_warning_flag,safety_flag_v2,passes_safety_filter,user_immune_disease_assoc,user_pharos_tdl,user_tractability_modality,user_annotation_present,user_function,target_class,user_protein_class_family,user_pathway_family,proximity_component,safety_penalty,act_consistency_bonus,composite_score,rationale,act_note
662,NCAPD2,POLA1,approved_target,Enzyme; Transferase,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,NOT_FETCHED,0.1834,True,0.9,False,3,4,8,0.6334,7.048,7.722,-0.674,0.674,0.4322,2.1905,98,8.0,8.0,-1.426,-1.3511,True,-1.4255,True,see per-line columns,True,0.0,0.687,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.4),False,"microcephaly 21, primary, autosomal recessive(0.569); autosomal recessive primary microcephaly(0.462); neurodegenerative disease(0.376); hereditary disease(0.194); hyperpituitarism(0.121)",Tbio,PROTAC_degrader,True,"Enables histone binding activity. Involved in mitotic chromosome condensation. Located in condensed chromosome; cytosol; and nucleoplasm. Part of condensin complex. Colocalizes with cytoplasm and nuclear chromosome. Implicated in primary autosomal recessive microcephaly. [provided by Alliance of Genome Resources, Apr 2022]",Unclassified protein,Condensin subunit 1; Condensin subunit 1/Condensin-2 complex subunit D3,Cell Cycle,0.5534,0.6,0.0424,-0.0042,Undrugged; STRING-adjacent (score=0.90) to approved/clinical target POLA1 [Enzyme; Transferase] → hypothesis: same target class as POLA1. CAUTION: essential in-line (min DepMap geneEffect=-1.43) → likely toxic to inhibit.,E[N]=7.05 vs anchor 7.72 (|Δ|=0.67); halt_conf=0.43. ACT axis redundant for target-class call in this line.
663,EXOC3,CCDC6,approved_target,NOT_FOUND,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor,APPROVED: PRALSETINIB; SELPERCATINIB,0.0601,False,0.0,False,8,0,0,0.0601,7.053,5.489,1.564,1.564,0.4181,2.4618,135,4.25,4.0,-0.864,-0.3727,False,-0.8636,False,common_essential; mean_geneEffect=-0.625,False,0.9952,0.475,constrained,NOT_FOUND,0,False,LoF-constrained,False,NOT_FOUND,Tbio,PROTAC_degrader,True,Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.,Unclassified protein,Exocyst complex component EXOC3/Sec6,Metabolism of proteins; Organelle biogenesis and maintenance; Vesicle-mediated transport,0.1601,0.2,0.0323,-0.0076,Undrugged; weak proximity to approved/clinical target CCDC6 → hypothesis: same target class as CCDC6. Not strongly essential in-line (min geneEffect=-0.86). LoF-constrained (systemic-inhibition risk).,E[N]=7.05 vs anchor 5.49 (|Δ|=1.56); halt_conf=0.42. ACT axis redundant for target-class call in this line.
664,TIMM10,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.304,True,0.443,False,6,2,6,0.5255,6.811,6.689,0.122,0.122,0.3531,2.6812,177,8.0,8.0,-1.539,-1.5388,True,-1.3032,True,common_essential; mean_geneEffect=-1.498,True,0.0,1.885,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.5); rpe1-essential(DepMap -1.3),False,systemic lupus erythematosus(0.012); systemic-onset juvenile idiopathic arthritis(0.01); asthma(0.009),Tbio,PROTAC_degrader; antibody; small_molecule,True,Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane.,Unclassified protein,Tim10-like domain superfamily,Metabolism of proteins; Protein localization,0.5369,0.6,0.0486,-0.0145,Undrugged; moderate response similarity (cos=0.30); STRING-adjacent (score=0.44) to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. CAUTION: essential in-line (min DepMap geneEffect=-1.54) → likely toxic to inhibit.,E[N]=6.81 vs anchor 6.69 (|Δ|=0.12); halt_conf=0.35. ACT axis redundant for target-class call in this line.
665,CCNH,CHEK1,clinical_target,Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily,Serine/threonine-protein kinase Chk1 inhibitor,NOT_FETCHED,0.3664,True,0.681,False,7,5,1,0.7069,3.431,6.569,-3.138,3.138,0.5953,2.8375,192,3.25,3.0,-1.314,-1.0726,True,-1.3139,True,common_essential; mean_geneEffect=-1.142,True,0.0001,1.05,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.1); rpe1-essential(DepMap -1.3),False,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,"Component of the CDK-activating kinase (CAK) complex, a master regulator of CDK activity by catalyzing the activating threonine phosphorylation of CDKs .",Other cytosolic protein,Cyclin/Cyclin-like subunit Ssn8; CyclinH/Ccl1,Cell Cycle; DNA Repair; Disease; Gene expression (Transcription); Metabolism of RNA,0.5707,0.6,0.0145,-0.0148,Undrugged; moderate response similarity (cos=0.37); STRING-adjacent (score=0.68) to approved/clinical target CHEK1 [Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily] → hypothesis: same target class as CHEK1. CAUTION: essential in-line (min DepMap geneEffect=-1.31) → likely toxic to inhibit.,E[N]=3.43 vs anchor 6.57 (|Δ|=3.14); halt_conf=0.60. ACT axis redundant for target-class call in this line.
666,SNRPB,RPLP0,approved_target,NOT_FOUND,80S Ribosome inhibitor; 80S Ribosome modulator,APPROVED: ATALUREN | CANDIDATES: CITATUZUMAB BOGATOX[P1]; ELX-02[P2]; MT-3724[P2]; ZOLIMOMAB ARITOX[P2],0.5231,True,0.42,False,0,1,3,0.7331,6.755,7.995,-1.24,1.24,0.4524,8.3599,818,6.0,6.0,-2.072,-2.0722,True,-1.6439,True,common_essential; mean_geneEffect=-1.948,True,0.9986,0.324,constrained,NOT_FOUND,0,False,k562-essential(DepMap -2.1); rpe1-essential(DepMap -1.6); LoF-constrained,False,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,"Plays a role in pre-mRNA splicing as a core component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome .",Unclassified protein,"Small ribonucleoprotein associated, SmB/SmN",Chromatin organization; Disease; Gene expression (Transcription); Metabolism of RNA,0.7491,0.8,0.036,-0.0149,Undrugged; transcriptionally similar (cos=0.52); STRING-adjacent (score=0.42) to approved/clinical target RPLP0 → hypothesis: same target class as RPLP0. CAUTION: essential in-line (min DepMap geneEffect=-2.07) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=6.75 vs anchor 8.00 (|Δ|=1.24); halt_conf=0.45. ACT axis redundant for target-class call in this line.
667,TAF6,E2F6,clinical_target,NOT_FOUND,E2F inhibitor,CANDIDATES: EDIFOLIGIDE SODIUM[PHASE_2_3],0.1832,True,0.907,True,7,2,1,0.7367,4.516,6.366,-1.85,1.85,0.216,4.0203,363,5.75,5.0,-1.605,-1.3468,True,-1.6048,True,common_essential; mean_geneEffect=-1.506,True,0.0,0.827,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.6),False,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,The TFIID basal transcription factor complex plays a major role in the initiation of RNA polymerase II (Pol II)-dependent transcription .,Unclassified protein,Transcription initiation factor TFIID subunit 6,Disease; Gene expression (Transcription),0.5553,0.6,0.0291,-0.0156,Undrugged; STRING-adjacent (score=0.91); same cluster 7 to approved/clinical target E2F6 → hypothesis: same target class as E2F6. CAUTION: essential in-line (min DepMap geneEffect=-1.60) → likely toxic to inhibit.,E[N]=4.52 vs anchor 6.37 (|Δ|=1.85); halt_conf=0.22. ACT axis redundant for target-class call in this line.
668,COPS8,RBX1,approved_target,Enzyme; Aminoacyltransferase,CRL4(CRBN) E3 ubiquitin ligase inhibitor; CRL4(CRBN) E3 ubiquitin ligase modulator,NOT_FETCHED,0.0435,True,0.982,True,2,3,11,0.6345,7.376,7.002,0.374,0.374,0.5958,2.1488,104,8.0,8.0,-1.085,-0.7082,False,-1.0847,True,common_essential; mean_geneEffect=-1.094,True,0.4192,0.763,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.1),False,sialadenitis(0.3); vitiligo(0.235),Tbio,PROTAC_degrader,True,"Component of the COP9 signalosome complex (CSN), a complex involved in various cellular and developmental processes.",Unclassified protein,"COP9 signalosome, subunit CSN8",DNA Repair; Metabolism of proteins; Vesicle-mediated transport,0.5381,0.6,0.0458,-0.0161,Undrugged; STRING-adjacent (score=0.98); same cluster 2 to approved/clinical target RBX1 [Enzyme; Aminoacyltransferase] → hypothesis: same target class as RBX1. CAUTION: essential in-line (min DepMap geneEffect=-1.08) → likely toxic to inhibit.,E[N]=7.38 vs anchor 7.00 (|Δ|=0.37); halt_conf=0.60. ACT axis redundant for target-class call in this line.
669,ANAPC5,PLK1,clinical_target,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase PLK family,Serine/threonine-protein kinase PLK1 inhibitor,NOT_FETCHED,0.246,True,0.628,True,1,10,8,0.66,7.177,7.003,0.174,0.174,0.4984,3.5815,274,7.0,7.0,-1.298,-1.2985,True,-1.105,True,common_essential; mean_geneEffect=-1.139,True,0.0,0.889,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.1),False,NOT_FOUND,Tbio,PROTAC_degrader,True,"Component of the anaphase promoting complex/cyclosome (APC/C), a cell cycle-regulated E3 ubiquitin ligase that controls progression through the cell cycle .",NOT_FOUND,Anaphase-promoting complex subunit 5,Cell Cycle; Cellular responses to stimuli; DNA Replication; Disease; Gene expression (Transcription); Immune System,0.5344,0.6,0.048,-0.0176,Undrugged; STRING-adjacent (score=0.63); same cluster 1 to approved/clinical target PLK1 [Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase PLK family] → hypothesis: same target class as PLK1. CAUTION: essential in-line (min DepMap geneEffect=-1.30) → likely toxic to inhibit.,E[N]=7.18 vs anchor 7.00 (|Δ|=0.17); halt_conf=0.50. ACT axis redundant for target-class call in this line.
670,PTCD3,NDUFA3,approved_target,NOT_FOUND,Mitochondrial complex I (NADH dehydrogenase) inhibitor,APPROVED: METFORMIN; METFORMIN HYDROCHLORIDE | CANDIDATES: ME-344[PHASE_1_2],0.3348,False,0.0,True,5,0,8,0.4348,7.544,7.254,0.29,0.29,0.658,3.213,290,8.0,8.0,-1.252,-1.252,True,-0.2688,False,see per-line columns,True,0.0,1.132,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.3),False,combined oxidative phosphorylation deficiency 51(0.674); mixed connective tissue disease(0.265); hereditary disease(0.193); posterior cortical atrophy(0.074); alcohol drinking(0.066),Tbio,PROTAC_degrader; antibody; small_molecule,True,"Enables rRNA binding activity and ribosomal small subunit binding activity. Involved in mitochondrial translation. Located in several cellular components, including cytosol; mitochondrion; and nucleoplasm. Implicated in combined oxidative phosphorylation deficiency 51. [provided by Alliance of Genome Resources, Apr 2022]",Other cytosolic protein,Pentatricopeptide repeat domain-containing protein 3,Metabolism of proteins,0.5348,0.6,0.0467,-0.0185,Undrugged; moderate response similarity (cos=0.33); same cluster 5 to approved/clinical target NDUFA3 → hypothesis: same target class as NDUFA3. CAUTION: essential in-line (min DepMap geneEffect=-1.25) → likely toxic to inhibit.,E[N]=7.54 vs anchor 7.25 (|Δ|=0.29); halt_conf=0.66. ACT axis redundant for target-class call in this line.
671,GTF2E2,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.5605,False,0.0,False,7,0,1,0.5605,3.838,6.738,-2.9,2.9,0.6265,4.0637,388,4.0,4.0,-1.266,-1.0476,True,-1.2665,True,see per-line columns,True,0.3989,1.107,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.0); rpe1-essential(DepMap -1.3),False,trichothiodystrophy(0.677); HIV infectious disease(0.581); neurodegenerative disease(0.484); open-angle glaucoma(0.425); glaucoma(0.323),Tbio,PROTAC_degrader; small_molecule,True,"The general transcription factor IIE (TFIIE) is part of the RNA polymerase II transcription initiation complex, recruiting TFIIH and being essential for promoter clearance by RNA polymerase II. TFIIE is a heterodimer (and sometimes heterotetramer) of alpha and beta subunits. The protein encoded by this gene represents the beta subunit of TFIIE. [provided by RefSeq, Jan 2017].",Unclassified protein,"Transcription initiation factor TFIIE, beta subunit",Gene expression (Transcription); Disease,0.5605,0.6,0.0172,-0.0223,Undrugged; transcriptionally similar (cos=0.56) to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. CAUTION: essential in-line (min DepMap geneEffect=-1.27) → likely toxic to inhibit.,E[N]=3.84 vs anchor 6.74 (|Δ|=2.90); halt_conf=0.63. ACT axis redundant for target-class call in this line.
672,UBE2L3,RPS27A,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.3952,True,0.869,False,3,3,8,0.8297,5.321,7.979,-2.658,2.658,0.1703,3.2314,235,6.0,6.0,-1.27,-1.2702,True,-0.8489,False,common_essential; mean_geneEffect=-1.218,True,0.9973,0.303,constrained,NOT_FOUND,0,False,k562-essential(DepMap -1.3); LoF-constrained,False,systemic lupus erythematosus(0.297); psoriasis(0.261); rheumatoid arthritis(0.246); Crohn disease(0.239); inflammatory bowel disease(0.208),Tbio,PROTAC_degrader; small_molecule,True,Ubiquitin-conjugating enzyme E2 that specifically acts with HECT-type and RBR family E3 ubiquitin-protein ligases.,Enzyme; Transferase,Ubiquitin-conjugating enzyme E2-like,Autophagy; Immune System; Metabolism of proteins; Programmed Cell Death; Signal Transduction,0.7559,0.8,0.0199,-0.0242,Undrugged; moderate response similarity (cos=0.40); STRING-adjacent (score=0.87) to approved/clinical target RPS27A [Other cytosolic protein] → hypothesis: same target class as RPS27A. CAUTION: essential in-line (min DepMap geneEffect=-1.27) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=5.32 vs anchor 7.98 (|Δ|=2.66); halt_conf=0.17. ACT axis redundant for target-class call in this line.
673,MED8,RBX1,approved_target,Enzyme; Aminoacyltransferase,CRL4(CRBN) E3 ubiquitin ligase inhibitor; CRL4(CRBN) E3 ubiquitin ligase modulator,NOT_FETCHED,0.2129,True,0.821,False,7,2,1,0.6234,4.029,7.002,-2.973,2.973,0.8022,5.2327,528,4.0,4.0,-1.242,-1.1339,True,-1.2421,True,common_essential; mean_geneEffect=-1.279,True,0.0,0.89,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.1); rpe1-essential(DepMap -1.2),False,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,"Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes.",NOT_FOUND,"Mediator complex, subunit Med8, fungi/metazoa",Developmental Biology; Disease; Gene expression (Transcription); Metabolism,0.5592,0.6,0.0164,-0.0244,Undrugged; STRING-adjacent (score=0.82) to approved/clinical target RBX1 [Enzyme; Aminoacyltransferase] → hypothesis: same target class as RBX1. CAUTION: essential in-line (min DepMap geneEffect=-1.24) → likely toxic to inhibit.,E[N]=4.03 vs anchor 7.00 (|Δ|=2.97); halt_conf=0.80. ACT axis redundant for target-class call in this line.
674,TAF8,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.5519,False,0.0,False,0,0,3,0.5519,3.687,6.738,-3.051,3.051,0.6094,7.9548,731,5.0,4.0,-1.546,-0.5246,False,-1.5456,True,see per-line columns,True,0.0,1.66,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.5),False,"neurodevelopmental disorder with severe motor impairment, absent language, cerebral hypomyelination, and brain atrophy(0.674); HIV infectious disease(0.578); neurodevelopmental disorder(0.472); microcephaly(0.341); Severe global developmental delay(0.34)",Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes one of several TATA-binding protein (TBP)-associated factors (TAFs), which are integral subunits of the general transcription factor complex TFIID. TFIID recognizes the core promoter of many genes and nucleates the assembly of a transcription preinitiation complex containing RNA polymerase II and other initiation factors. The protein encoded by this gene contains an H4-like histone fold domain, and interacts with several subunits of TFIID including TBP and the histone-fold protein TAF10. Alternatively spliced transcript variants have been described, but their biological validity has not been determined. [provided by RefSeq, Jul 2008].",NOT_FOUND,Transcription initiation factor TFIID subunit 8,Gene expression (Transcription); Disease,0.5519,0.6,0.0155,-0.0326,Undrugged; transcriptionally similar (cos=0.55) to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. CAUTION: essential in-line (min DepMap geneEffect=-1.55) → likely toxic to inhibit.,E[N]=3.69 vs anchor 6.74 (|Δ|=3.05); halt_conf=0.61. ACT axis redundant for target-class call in this line.
