candidate,n_lines,lines,mean_score_pct,best_rank,mean_response_cosine,anchor_class_mode,anchor_class_consistency,anchors,mean_delta_E_N,any_tox_essential,all_tox_essential,recurrence_note
UQCRH,2,"jurkat,rpe1",0.6674835841212792,128,0.09935,Enzyme; Oxidoreductase,1.0,NDUFV2;NDUFB10,0.462,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
QRSL1,2,"hepg2,jurkat",0.6671179032179146,136,0.24695,Enzyme,0.5,NDUFAB1;UMPS,-0.446,False,False,non_essential(safety-pass)
EIF4B,2,"hepg2,rpe1",0.6671093648342075,139,0.3032,Other cytosolic protein,1.0,RPS6,-2.2895,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LSM6,2,"hepg2,jurkat",0.6667740392195238,322,0.60215,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,0.5,ATR;MTOR,-0.314,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NAA10,2,"hepg2,jurkat",0.6665742447224352,104,0.5293,Other cytosolic protein,0.5,PSMA3;RPS20,-1.713,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CCT4,2,"hepg2,rpe1",0.6661504211997262,184,0.7274,NOT_FOUND,0.5,RPLP0;RPL15,-1.188,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HERC1,2,"hepg2,jurkat",0.6654556673679861,232,0.5519000000000001,Other cytosolic protein,1.0,RPL26,-0.993,False,False,non_essential(safety-pass)
GINS3,2,"jurkat,k562",0.6647395446202388,33,0.4147,Enzyme; Aminoacyltransferase,0.5,RBX1;POLD1,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
POP7,2,"hepg2,k562",0.6637310058362691,327,0.8066,Other cytosolic protein,1.0,RPS4X;RPS27,-0.711,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
OSGEP,2,"hepg2,jurkat",0.6631655059557788,217,0.2758,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,GART;MTOR,0.95,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MFN2,2,"jurkat,rpe1",0.6629731959671535,124,0.2305,Ion channel; Other ion channel; Miscellaneous ion channel; Bcl-2 family,0.5,BCL2L1;RPS27A,-0.792,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HPS5,2,"jurkat,rpe1",0.6614326006375384,233,0.5185500000000001,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,0.5,TYK2;RPL36A,-0.986,False,False,non_essential(safety-pass)
HSPA14,2,"jurkat,rpe1",0.6611033037414983,73,0.35445,Other cytosolic protein,1.0,RPL23A;RPL23,-0.133,False,False,non_essential(safety-pass)
RPP21,2,"jurkat,rpe1",0.6605169349191815,75,0.3218,Other cytosolic protein,1.0,RPS7;RPS6,-1.47,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PSME2,2,"hepg2,k562",0.6597678637152322,143,0.0929,Enzyme; Protease; Threonine protease; Threonine protease PBT clan; Threonine protease T1A subfamily,0.5,PSMB2;RPS21,-1.779,False,False,non_essential(safety-pass)
VBP1,2,"jurkat,rpe1",0.6592805413689937,289,0.15825,Structural protein,0.5,TUBB2A;PSMA4,1.748,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NEMF,2,"k562,rpe1",0.6587909832830826,133,-0.1224,Other cytosolic protein,1.0,RPL24;RPL5,-1.377,False,False,non_essential(safety-pass)
CYREN,2,"hepg2,rpe1",0.6586415248052411,107,0.5809,NOT_FOUND,0.5,RPL26;PRIM1,0.104,False,False,non_essential(safety-pass)
UBAP1,2,"hepg2,jurkat",0.6540877682275101,363,0.64215,Enzyme,0.5,PSMC5;NDUFAB1,-1.265,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DDX10,2,"jurkat,k562",0.6527899974212339,261,0.8644,Other cytosolic protein,1.0,RPS13;RPS12,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NFYC,2,"hepg2,rpe1",0.6524522366865244,201,0.4725,Enzyme,0.5,FDPS;POLD2,1.499,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PPIE,2,"jurkat,k562",0.6471698041654658,101,0.3885,Enzyme; Transferase,0.5,RPS15A;FNTA,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
THG1L,2,"jurkat,k562",0.6456452983025651,108,0.5128,Enzyme; Kinase,0.5,MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RANGAP1,2,"k562,rpe1",0.6446510600009471,68,0.7596,Enzyme; Kinase,0.5,MTOR;RPS19,-2.079,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ACTB,2,"jurkat,rpe1",0.6403894272437483,200,0.2986499999999999,Epigenetic regulator; Writer; DNA methyltransferase,0.5,DNMT1;TFRC,-5.585,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RNF168,2,"jurkat,rpe1",0.6398642660229259,253,0.0471,Other cytosolic protein,0.5,KEAP1;RPS27A,-1.628,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
KIF14,2,"k562,rpe1",0.6361663167532242,128,0.0315,Enzyme; Kinase,0.5,MTOR;TUBA1B,-0.753,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ITGB1BP1,2,"hepg2,rpe1",0.6340526824963085,171,0.5145500000000001,Enzyme; Transferase,0.5,FNTA;HDAC7,-1.8805,False,False,non_essential(safety-pass)
DCTN2,2,"hepg2,jurkat",0.6312744986109525,117,0.3485499999999999,Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily,1.0,CHEK1;PSMD4,0.442,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
FKBP9,2,"hepg2,rpe1",0.6306122246926571,140,0.3876,Enzyme; Oxidoreductase,0.5,NDUFAB1;HDAC3,0.354,False,False,non_essential(safety-pass)
SLC35G2,2,"jurkat,rpe1",0.6303293458621213,102,0.56155,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,MTOR;RPL15,-1.332,False,False,non_essential(safety-pass)
TMEM161B,2,"jurkat,rpe1",0.6273515960494165,287,0.5212,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,0.5,TYK2;HDAC7,-1.888,False,False,non_essential(safety-pass)
GTF3C2,2,"hepg2,rpe1",0.6259504574076273,197,0.4759,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,CCDC6;MTOR,0.63,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COPS2,2,"hepg2,jurkat",0.6234363022523771,120,0.5650999999999999,Enzyme; Aminoacyltransferase,1.0,RBX1,0.168,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
VEZT,2,"jurkat,rpe1",0.6208103396777052,105,0.1534,Other cytosolic protein,1.0,RPL5;RPL35,-0.611,False,False,non_essential(safety-pass)
EXOSC5,2,"hepg2,k562",0.6207849168375483,43,0.6752,Other cytosolic protein,1.0,RPS7;RPL26,-0.124,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MBNL1,2,"hepg2,jurkat",0.6204196771755854,376,0.46865,Other cytosolic protein,0.5,XPO1;RPL10A,-0.339,False,False,non_essential(safety-pass)
EXOC5,2,"jurkat,rpe1",0.619556807999099,279,0.62105,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,-0.036,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COG2,2,"hepg2,jurkat",0.6179603020566601,204,0.35255,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,POLA1;MTOR,-0.8,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PDCD6IP,2,"hepg2,jurkat",0.6175743045248696,129,0.1039499999999999,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase Src family,0.5,SDC1;FYN,-1.069,False,False,non_essential(safety-pass)
NFYB,2,"hepg2,rpe1",0.6155272492744276,176,0.4039,Enzyme; Transferase,0.5,FDPS;HDAC7,-0.059,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DERL2,2,"hepg2,k562",0.6152674080305659,110,0.4557,Other cytosolic protein,0.5,RPS27A;TUBA1B,-1.077,False,False,non_essential(safety-pass)
DPH2,2,"hepg2,rpe1",0.602978948499918,216,0.429,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,RPL41;MTOR,0.563,False,False,non_essential(safety-pass)
FBXW7,2,"jurkat,rpe1",0.6008682910348002,212,0.24135,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,-2.286,False,False,non_essential(safety-pass)
GTF2F1,2,"jurkat,rpe1",0.5987131713861809,127,0.3795,Epigenetic regulator; Writer; DNA methyltransferase,0.5,DNMT1;SEM1,2.051,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPS14,2,"k562,rpe1",0.5949797944718938,48,0.5574,Other cytosolic protein,1.0,NDUFA6;RPL5,-2.574,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GTF3C4,2,"jurkat,rpe1",0.5948681098602997,323,0.5922499999999999,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,MTOR;RPL26,-0.53,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UQCRFS1,2,"jurkat,k562",0.591943441590947,95,0.4442,Enzyme; Kinase,0.5,NDUFAB1;MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
C5orf30,2,"jurkat,rpe1",0.5918065056335476,363,0.54615,Enzyme,0.5,RPS14;POLD2,2.755,False,False,non_essential(safety-pass)
DDX59,2,"jurkat,k562",0.5917301245392352,110,0.2841,Enzyme; Kinase,1.0,NDUFA11;MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MCM7,2,"hepg2,k562",0.5911435056171899,45,0.4097,Enzyme; Transferase,1.0,POLA1;POLD1,-0.431,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MIS12,2,"jurkat,k562",0.5910228600033373,154,0.3112,Enzyme,1.0,SEM1;PSMD13,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PFDN1,2,"jurkat,k562",0.5909906254266342,159,-0.0223,Enzyme; Kinase,1.0,PSMD4;MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PTEN,2,"hepg2,rpe1",0.5905360183755098,303,0.21405,Enzyme; Kinase; Protein Kinase; CMGC protein kinase group; CMGC protein kinase GSK family,1.0,GSK3B,1.433,False,False,non_essential(safety-pass)
MRPL13,2,"jurkat,k562",0.5845911138752787,252,0.2541,Enzyme; Kinase,0.5,NDUFAB1;MTOR,,False,False,non_essential(safety-pass)
LAS1L,2,"hepg2,rpe1",0.5844584655770352,377,0.8728,Other cytosolic protein,1.0,RPL26,-0.07,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UCHL5,2,"hepg2,jurkat",0.5842711442380354,166,0.02565,Unclassified protein,1.0,ADRM1,-0.523,False,False,non_essential(safety-pass)
NSF,2,"jurkat,rpe1",0.5841463743065178,181,0.51505,Enzyme,1.0,POLD3;PSMD13,1.934,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EIF3B,2,"jurkat,rpe1",0.5833096663940889,281,0.7464500000000001,Other cytosolic protein,1.0,RPS20;RPS3,-0.002,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
POLRMT,2,"jurkat,rpe1",0.5820255309147353,138,0.3147999999999999,Other cytosolic protein,1.0,CCDC6;RPS3,-0.382,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GTF2F2,2,"jurkat,k562",0.5811619237595376,131,0.4971,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,1.0,TYK2;POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
AASDHPPT,2,"jurkat,rpe1",0.5799469207679839,351,0.4145,Enzyme; Oxidoreductase,0.5,NDUFAB1;RPL26,-2.171,False,False,non_essential(safety-pass)
RCOR1,2,"jurkat,rpe1",0.5797229009465144,264,-0.11895,Enzyme; Transferase,0.5,DNMT1;POLD1,1.157,False,False,non_essential(safety-pass)
YTHDC1,2,"hepg2,rpe1",0.5789926282976063,395,0.6144499999999999,Enzyme,0.5,PSMC5;RBX1,1.3545,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LENG8,2,"jurkat,k562",0.578809747735995,184,0.3506,,,SEM1,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
BAP1,2,"jurkat,rpe1",0.5782857464634248,66,0.41185,Other cytosolic protein,1.0,PSMD4;RPS27A,-0.538,False,False,non_essential(safety-pass)
METTL14,2,"hepg2,jurkat",0.5754013558842878,245,0.12495,Enzyme; Isomerase,0.5,PPIA;NPM1,0.233,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TP53I13,2,"hepg2,rpe1",0.5734977964097603,116,0.31945,NOT_FOUND,0.5,NDUFA3;RPL17,-1.4595,False,False,non_essential(safety-pass)
ZCRB1,2,"jurkat,rpe1",0.5733793451276301,141,0.3334999999999999,Other cytosolic protein,1.0,FAU;RPS3,-1.295,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRTO4,2,"jurkat,k562",0.572049967386193,381,0.6244,Other cytosolic protein,1.0,RPL26,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
VPS28,2,"k562,rpe1",0.5703020173956969,197,0.7023,Enzyme,0.5,PSMD13;RPS27A,-2.978,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPS18C,2,"jurkat,rpe1",0.5698427699132811,251,0.13765,Enzyme; Oxidoreductase,0.5,NDUFAB1;RPL23,-1.399,False,False,non_essential(safety-pass)
TSEN2,2,"jurkat,rpe1",0.5696371123722597,88,0.65105,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,0.516,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NUP153,2,"hepg2,rpe1",0.5695120985307512,383,0.6456,Enzyme,0.5,ATR;POLD3,1.2265,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ORC4,2,"jurkat,k562",0.5685648407991142,103,0.1928,Enzyme,0.5,PSMD13;POLD1,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
INO80C,2,"jurkat,rpe1",0.5680830513703158,312,0.14325,Enzyme; Aminoacyltransferase,0.5,MEN1;RBX1,1.877,False,False,non_essential(safety-pass)
GTF2A2,2,"jurkat,k562",0.5680073722373071,256,0.3207,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,1.0,TYK2;POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DOHH,2,"jurkat,rpe1",0.5654162361732028,255,0.238,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,MTOR;RPLP0,-0.936,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TAF3,2,"jurkat,rpe1",0.5646621585227912,272,0.5857,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,0.5,TYK2;RPL35,-3.469,False,False,non_essential(safety-pass)
RPP40,2,"hepg2,jurkat",0.5618900831253839,385,0.71275,Other cytosolic protein,1.0,RPS7;RPS14,-0.177,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CHCHD1,2,"hepg2,jurkat",0.5603460929982222,271,0.0914499999999999,NOT_FOUND,0.5,NDUFA6;RPS20,0.223,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
POLG2,2,"hepg2,jurkat",0.5599628137589092,161,0.0538,Enzyme,0.5,POLD1;POLD3,-1.634,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPS12,2,"jurkat,k562",0.5567726741804833,274,0.1147,Other cytosolic protein,1.0,RPS20;NDUFA6,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CCDC115,2,"hepg2,rpe1",0.5549370039093218,179,0.4768,Enzyme; Hydrolase,0.5,ATP2A2;RPL26,0.0,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
XRCC1,2,"jurkat,rpe1",0.5545139381950123,185,0.19735,Enzyme; Isomerase,0.5,TOP1;POLD1,1.015,False,False,non_essential(safety-pass)
NSL1,2,"k562,rpe1",0.5537912989944592,248,0.8183,Enzyme,0.5,MTOR;POLD2,1.668,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HMGN2,2,"jurkat,rpe1",0.5528674537148117,377,0.05555,Other cytosolic protein,1.0,RPS20;FAU,-2.39,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CEP85,2,"hepg2,jurkat",0.5524779954223955,227,0.2154,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,0.5,CCDC6;TYK2,1.221,False,False,non_essential(safety-pass)
SNUPN,2,"jurkat,rpe1",0.5491117552871126,309,0.4734,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,MTOR;RPL10A,-2.427,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
BRK1,2,"jurkat,rpe1",0.5488914079217326,299,0.2699499999999999,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase Fak family,1.0,PTK2,-0.285,True,False,essential_in_some_lines
CPNE1,2,"jurkat,rpe1",0.5488767180973739,367,0.5282,Enzyme; Isomerase,0.5,RPS15A;TOP1,-0.766,False,False,non_essential(safety-pass)
NUP160,2,"hepg2,rpe1",0.5449656873560877,200,0.65705,Enzyme,0.5,XPO1;POLD3,1.021,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MDN1,2,"hepg2,jurkat",0.5421335333996596,425,0.8149500000000001,Other cytosolic protein,1.0,RPL26;RPL5,-0.07,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SAMM50,2,"k562,rpe1",0.540336074760454,261,0.7274,Enzyme; Kinase,0.5,MTOR,0.774,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CEBPZ,2,"jurkat,rpe1",0.5395903007986368,247,0.84965,NOT_FOUND,0.5,RPL26;RPLP0,0.0,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
POLR2I,2,"hepg2,rpe1",0.5394793416950955,283,0.69435,Enzyme; Aminoacyltransferase,0.5,ATR;RBX1,0.4030000000000001,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NCAPH,2,"k562,rpe1",0.5389923282135471,14,0.8746,Enzyme; Transferase,1.0,SEM1;POLA1,-0.395,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COX15,2,"jurkat,k562",0.5369123826282178,186,0.3205,,,NDUFA11;POLE,,False,False,non_essential(safety-pass)
UBL5,2,"k562,rpe1",0.5360147752924277,166,0.5704,Enzyme; Transferase,0.5,FNTA;FAU,-1.704,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TMEM242,2,"hepg2,rpe1",0.5350184151122728,62,0.51775,Enzyme; Oxidoreductase,0.5,NDUFAB1;RPL24,-0.6809999999999999,False,False,non_essential(safety-pass)
HNRNPR,2,"jurkat,rpe1",0.5268811544243303,208,0.385,Other cytosolic protein,1.0,RPS20;RPS3,-2.262,False,False,non_essential(safety-pass)
SRP14,2,"hepg2,jurkat",0.5263157894736843,448,0.18945,Other cytosolic protein,1.0,RPL6;RPL23A,-1.6,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DDX51,2,"jurkat,k562",0.5240337211595346,177,0.609,Other cytosolic protein,1.0,RPL26,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TERF1,2,"jurkat,rpe1",0.5221755140214374,342,0.06545,Enzyme,1.0,POLD3,1.091,False,False,non_essential(safety-pass)
POGLUT3,2,"hepg2,rpe1",0.5220882341293414,282,0.4583,Enzyme; Aminoacyltransferase,0.5,PLK1;RBX1,0.261,False,False,non_essential(safety-pass)
GLRX3,2,"hepg2,k562",0.521982403561351,186,0.149,Enzyme,0.5,NDUFAB1;PSMD13,-0.305,False,False,non_essential(safety-pass)
NUP62,2,"k562,rpe1",0.5213746467978974,331,0.8756,Other cytosolic protein,1.0,RPL27A;RPL26,-2.938,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MBD3,2,"hepg2,rpe1",0.5209779527826338,146,0.14975,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,0.5,HDAC7;HDAC3,-1.083,False,False,non_essential(safety-pass)
TMEM214,2,"jurkat,rpe1",0.5204249766186961,134,0.4686,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,-1.93,False,False,non_essential(safety-pass)
SCAF1,2,"hepg2,k562",0.5199449673133882,105,0.6287,Enzyme,0.5,PSMC5;MTOR,-1.398,False,False,non_essential(safety-pass)
GTF2H1,2,"jurkat,k562",0.5143045674499036,297,0.4474,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,1.0,TYK2;POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NUP88,2,"k562,rpe1",0.513938657279515,140,0.893,Enzyme,0.5,MTOR;POLD3,1.435,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPS2,2,"jurkat,k562",0.508385730321739,247,-0.0518,Enzyme; Oxidoreductase,0.5,RPS20;NDUFB10,,False,False,non_essential(safety-pass)
DGCR8,2,"jurkat,rpe1",0.507393878260529,439,0.5753,Enzyme; Oxidoreductase,0.5,DNMT1;NDUFB10,0.658,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL35,2,"jurkat,rpe1",0.5063790562277511,60,0.30025,Enzyme; Oxidoreductase,0.5,NDUFAB1;PSMD14,1.29,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ALDOA,2,"jurkat,k562",0.5055822702243526,148,0.6416,Enzyme; Kinase,0.5,NDUFAB1;MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SNRNP40,2,"hepg2,jurkat",0.5028263446033739,220,0.29885,Enzyme; Oxidoreductase,0.5,FNTA;NDUFV2,-0.044,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GNB1L,2,"jurkat,k562",0.501962516875749,244,0.3653,Enzyme; Isomerase,0.5,MTOR;PPIA,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
KXD1,2,"jurkat,rpe1",0.5010582794298389,447,-0.0094,Other cytosolic protein,1.0,RPL28;RPS27A,-3.107,False,False,non_essential(safety-pass)
TFB1M,2,"hepg2,rpe1",0.5004129963735524,150,0.04175,Enzyme; Oxidoreductase,0.5,NDUFAB1;RPS3,-1.3235,False,False,non_essential(safety-pass)
NCOA4,2,"jurkat,rpe1",0.4952888509129726,261,0.17785,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,MTOR;TFRC,-2.936,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CSNK2B,2,"hepg2,rpe1",0.4918192773129211,232,0.3248,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase PLK family,0.5,PLK1;RPL5,-2.8155,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COG4,2,"jurkat,rpe1",0.4911812087766803,352,0.54505,Other cytosolic protein,1.0,SEM1;RPL26,-1.178,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TOMM20,2,"jurkat,rpe1",0.4905985124104532,280,0.4142,Enzyme; Oxidoreductase,0.5,NDUFAB1;RPL15,-0.234,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LAMTOR2,2,"jurkat,k562",0.4878058492483654,383,-0.0241,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,MTOR;TUBA1B,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EIF2S2,2,"hepg2,rpe1",0.4853824742443015,340,0.6254,Other cytosolic protein,1.0,FAU;RPS3,-0.1295,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SLC39A9,2,"hepg2,k562",0.4839130168077536,139,0.1417,Enzyme; Transferase,0.5,E2F6;FNTA,-0.296,False,False,non_essential(safety-pass)
USP37,2,"jurkat,k562",0.4808137903311439,112,0.2451,Enzyme; Aminoacyltransferase,0.5,RBX1;POLD1,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MED12,2,"jurkat,k562",0.480443092699058,183,0.2696,Epigenetic regulator; Writer; DNA methyltransferase,1.0,DNMT1;POLE,,False,False,non_essential(safety-pass)
PPP1R37,2,"hepg2,rpe1",0.4797815645207827,250,0.47365,Enzyme; Isomerase,0.5,PPIA;MTOR,-0.4385,False,False,non_essential(safety-pass)
CEP97,2,"jurkat,rpe1",0.4790443534763469,226,0.1166,Enzyme; Oxidoreductase,1.0,NDUFB4;NDUFB10,-0.253,False,False,non_essential(safety-pass)
RBM19,2,"hepg2,k562",0.4767162661899504,470,0.6815,Enzyme; Transferase,0.5,POLA1;RPS12,-0.282,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ETF1,2,"hepg2,rpe1",0.4734260877928455,314,0.64905,Other cytosolic protein,1.0,RPL24;RPL5,-0.232,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PRPF39,2,"hepg2,rpe1",0.4723278286008474,422,0.5365500000000001,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,0.5,ATR;RPL39,-0.446,False,False,non_essential(safety-pass)
GOLT1B,2,"k562,rpe1",0.4721128194604492,148,0.6318,Enzyme; Kinase,0.5,MTOR;GART,-0.741,False,False,non_essential(safety-pass)
CRCP,2,"jurkat,rpe1",0.4700462239806485,460,0.2168999999999999,Enzyme,0.5,POLD3;PRIM2,2.489,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
